,02461e5d-eee8-4222-8b6d-bf141aad9440_01,0556e2d9-4c92-4293-ad66-2d7d24d5d213_01,05fbde79-00b6-4273-a0bc-d616844e0136_01,074c58a6-7304-4f34-babc-c537da15d971_01,07bec7d7-0aab-4b09-a796-bf1602bf682c_01,0b98a1b7-02d6-4b30-a411-f4e4bbd4c41e_01,0bab0c33-1df7-4078-9487-6c8309258564_01,0bd2551f-4060-43b2-bee3-956e7e09db31_01,0cc39a51-865a-44e1-9096-baf710fb3813_01,0cf24a4b-66af-454b-9e74-715cff8b73d4_01,0edeab00-e86e-484e-974f-e0f41efad22c_01,0efd3473-c23d-4788-a601-c600cbe60a32_01,11d10254-3a16-4526-98e8-80838f8427f2_01,18e7182d-16e8-4eff-96ec-56ff241810d3_01,1b1cae14-ad83-4d2a-b152-504392900e30_01,1b1e7d1d-634f-4d39-bea1-3c1d72bb2af4_01,1b67d80c-335e-4094-b973-e8c064c6bf59_01,1b6f6269-64a6-408b-9103-58128615117c_01,1d25c24e-bd3c-4023-85c1-b158f76324f1_01,1d8829fa-246d-49e9-9905-566a785155c7_01,2132f775-5d09-4b7f-b739-883b4aefb264_01,21e8b3c8-0be7-4fb1-b986-9e5403d04e26_01,22a82b1a-c799-40d9-8ff4-09b093947263_01,22a82b1a-c799-40d9-8ff4-09b093947263_05,23592bc3-17ff-44f3-9b17-c8f21d0af6b4_01,23742e7c-4c96-4253-9b6b-baf0e076b6e7_01,24718e25-4434-4054-861b-0b3e63fe506a_01,24718e25-4434-4054-861b-0b3e63fe506a_05,251b5341-405f-4f16-8334-475f2d358c25_01,27b529b8-0a7e-4a1a-9020-d33ee956c920_01,287fc873-3f50-4b7d-89eb-ebbf858ddfcf_01,29b8c1f6-8478-40db-a182-4ef15154a33d_01,2a85e0e7-7829-4637-b2c9-3beb3aeb571e_01,31356d96-f0a1-4a17-895f-89720c264377_01,320995df-9ef7-460c-aa37-e232e2d4e327_01,3290e7d0-64b4-402f-b2c4-0dc999ad3a64_01,34103b46-3d61-44a4-8b52-dcd29b5185a1_01,3713865f-b6d5-44f4-809b-8b17b696ace3_01,399cb248-9d00-41dc-af44-fa96ca9f649a_01,39a18c44-1990-4f01-a126-a6eda1d4ab1d_01,3cdbf331-991d-41cb-a694-a2aa95c4aa26_01,3f0a06d1-4c45-46b8-a06d-036c8998342c_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_05,43cdb4df-06db-4252-a25a-04def9d24c6d_01,43e0141d-9bea-4b26-86e0-88a11175053a_01,452a54f2-f389-4f6d-93d3-8350c48c17eb_01,46332d2c-aee8-4a8a-b781-55702082f097_01,485936b6-38dc-481a-9e35-89348b076466_01,4a380e03-667a-4d08-9a8c-e537a5900291_01,4d20edf6-0c1d-4556-b3f5-9d95ceb47c2a_01,4d215c5d-6813-44a6-ba6e-03c24da903b0_01,4e4e6280-713c-41bf-bf3a-e93c2fa44d59_01,4e7eb78e-a4e2-463e-a3a0-54e128108031_01,4efebe0b-ea06-4189-be34-5c191f69d1f6_01,526b0d88-481d-476c-ad83-548967bab58b_01,53670f27-e632-4e0e-be58-f5c6a66d967f_01,56ce11f3-4193-4314-9254-54bc514efbad_01,588cc671-b7d3-492a-843b-f2e99f1e1109_01,59f1f860-2f84-4668-ae62-8ca8fa38e47a_01,5c4f7b1b-1722-4e96-b70c-166f64b8b75e_01,5cea1082-2ad5-4233-a6e3-067566780471_01,606b2512-c27a-4904-87cb-c57eafd098f1_01,61544d30-175b-45bc-86bd-9ad45bebb840_01,626c1cb7-05f6-4db1-a809-f6fcba2cce8e_01,630c683d-d1a2-4bec-aa20-38ef59227d97_01,630c683d-d1a2-4bec-aa20-38ef59227d97_05,646116c6-167e-46c8-b43e-87d2b885c676_01,67dcde6d-e247-402e-ab27-ba2832b2cc3b_01,6939263c-8dad-469c-8905-7063460e4ab3_01,69509852-ed3e-4b5f-afc3-e7f7d88ce936_01,6a32e197-db90-4b3a-adc9-63b4c55d2cda_01,6a7dce9c-1c9d-41a2-a5ca-0a7d36e91fd7_01,6af41619-490e-4ffb-9a7b-ad9b7483b5a2_01,6d952a17-f8d7-4f4c-8b91-b050e84fbe54_01,6df1339c-39b8-45b3-b4ec-ca133ab3311a_01,6dfea807-028d-4ee3-991a-6c2607a8c8df_01,730bf0e5-50a3-4bdd-90ef-bc6d932979ce_01,79dc329e-9cde-4bd4-819c-ee3d45d813ca_01,7b394c92-c818-4d2b-9ed5-d560581190a7_01,7b411b6f-a273-4ea0-b5c8-637520f1fe5f_01,7db75a66-3e9d-40e1-93c0-23f3630d6a9c_01,8062ca27-542f-4a00-a047-c88b9b26f34f_01,8062ca27-542f-4a00-a047-c88b9b26f34f_05,814a95ad-02f8-44fe-9765-2da3183a2ef5_01,894b81b8-e98e-4ecb-b4e0-4c1c9ad97957_01,89d95f32-019c-48e7-b804-566285a8a2a6_01,8b5bb660-c3c6-4ad6-9b32-e12d458b8ad7_01,8ed15b85-5bb3-4317-a93d-67ee376a8244_01,8f734f5c-fe5c-4c81-98c9-f88a8ca4a5ee_01,8faad47d-3686-44ab-a0e3-842f64179229_01,8fb406e7-49b1-4662-860c-5a4d32b9d19c_01,905c998d-4219-46ef-9906-8e92d7416794_01,928ee84c-dd3c-48f0-a9ac-ddc8619317f4_01,97ca0157-0096-4b0c-a3e7-bab59078d2d6_01,9c947fba-e570-4a4b-9d16-9496dae1ee2e_01,9ea1db00-cae9-492c-b63a-bff816c046ed_01,9ed4368b-ac80-419e-b6ad-1c70d56ef4e7_01,a0be056d-792d-40a0-97c6-fbd4976820b3_01,a123784a-0b6b-4f9a-847f-c5a17cb922bb_01,a18378cd-06e4-44ce-9aa5-d78986bcfe32_01,a1a4313c-9c5b-432c-a879-5425898ffaee_01,a1fe45e4-587e-43fc-b53d-85b5a7c4959b_01,a22235ef-0fd3-4087-a36c-bb22704450ea_01,a30fbec8-68c1-41ed-984f-8476f1984085_01,a3a72058-5a59-45ac-b945-3dcaa566cb03_01,a4357b2b-5650-4deb-a300-9e1420e438ed_01,a4bdd4ea-3870-4e60-be7a-cdd44ce22445_01,a554973a-e5ce-4fee-ae98-ace6c4d08565_01,a789b81c-3d8f-42a6-80b9-ae2ab4df34e9_01,a9c10a1d-ef0b-4a4e-8433-522a9e04796e_01,a9d8a9e3-2a0d-4dbd-808f-646a624d2e0a_01,aac5502e-147d-4ff9-9876-d9bffacf3dd0_01,b0df5500-d608-416e-82f4-9a99206d24c8_01,b3f29a2a-5ae2-45b5-8f59-d96ca461637a_01,b8f0d793-c9ac-4964-aded-35bbd30b669b_01,bac49a26-1556-45b8-8729-a05df52623d8_01,bbbd714f-8a2b-452a-939a-d6839eb7865c_01,bd42cf82-4281-41bf-93e5-8403f1a94905_01,be3b6f94-9468-4164-9d96-abc205f53e92_01,be5254df-ebcf-4a63-9f9f-4a73b7a8d9ed_01,be64d20a-bcda-4623-912a-826e86f3225e_01,c08e6d8f-329c-49d5-afc0-ff52e978b915_01,c3515fef-c079-4be0-9005-2fc8a0bdeb39_01,c50d0ef9-1cc7-4bad-b1de-aa866276b977_01,c5a16472-ac62-422b-a799-26d17aeaa38e_01,c8744498-5d0e-4090-a6f1-c84aa6bb2bcb_01,cb342b8c-90db-43d3-83df-db6e728712bf_01,cbdd5d0c-baba-4b67-9740-9605b73adf6c_01,cbf26a55-e2d4-4c90-b7eb-b8161afa9de8_01,cf81c2f5-ac98-4423-9d80-150ce436e003_01,d0f2103b-a525-4ab4-a476-df21623e756c_01,d1e7a280-963a-48b0-b6fb-1acf7c1a435e_01,d4749ab4-c2fb-4384-8576-97dda543357f_01,d5a27462-bc30-4f5f-9572-7bea0844ce38_01,d69f7591-8917-4097-9b16-7977fa6a0dc6_01,d6b67920-f8e8-40fe-a5dd-aa0004d88a21_01,d6c4198b-6c69-40e5-a8eb-b2de3ac0b2b7_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_05,dd6e87af-ea8f-41e9-bf7d-0222d88b7873_01,dfdd5d0a-b87a-4b07-8e66-8ff396e86efd_01,e03c99f2-93cb-457f-8a77-d600f292e313_01,e089ebef-a48e-43d1-a21b-000d820453ef_01,e08bddcd-8ea5-4994-af6a-9fe9b7c93da4_01,e2e7d802-c59c-40bf-b3b5-5c3d3d4eb4fe_01,e535d430-ad45-4df6-bccc-6ed718f4237a_01,e6b32289-55a3-4852-88f3-5e483463249e_01,e9844c04-0562-4b01-a008-812365bd4c2c_01,e9d6e631-a4d9-4855-a8b3-b11e3be63cfc_01,eded94bb-625f-4615-81c7-b794c7c9da62_01,f02b66f4-3f20-443e-80c4-70139252959a_01,f18e8e44-6dca-4588-a003-77d70d6e6866_01,f5f4b937-8b81-4be5-b93e-b3224e357c15_01,fec8549c-9328-47b3-8266-f446db5b7ae9_01,ff929d39-66ca-4de0-8902-80361385acf1_01
MIMAT0020956,0.920607,0.436936,0.0,0.295787,0.173813,0.0,0.181334,1.872274,0.149516,0.0,0.0,0.160995,9.25357,0.527446,6.001617,0.586182,0.160041,0.860894,5.835849,29.20189,1.250346,29.481293,0.369978,0.153518,1.167821,0.0,0.149709,14.405772,0.0,2.390915,0.133852,0.0,1.670879,0.0,0.0,0.527073,0.0,4.183496,2.002004,0.0,0.449945,0.144615,0.53688,2.292712,10.675347,0.046137,0.0,4.479254,0.0,0.0,0.354598,2.106279,3.946992,1.466022,3.045255,7.848034,0.312844,5.771082,1.643264,6.909515,0.0,7.37333,0.161078,6.980368,0.334179,5.714568,3.096352,5.796316,0.0,0.0,0.502462,0.0,0.28411,6.201913,0.0598,0.0,5.494233,31.614561,0.0,0.0,3.529868,0.395552,0.0,0.937228,0.0,0.359171,0.446203,7.109738,1.720115,0.0,6.169165,0.0,18.080436,0.0,3.087764,0.0,0.826968,0.0,20.859902,0.31576,2.767484,0.0,8.21868,0.225736,0.521853,7.737525,0.0,0.663733,0.336593,1.106656,1.261334,6.206898,0.260833,2.939032,0.0,0.0,9.191084,0.0,0.235697,2.898597,1.435932,0.0,0.0,0.187691,1.30652,7.169873,6.371025,0.321245,6.340987,5.033719,0.0,0.0,0.0,4.931026,5.030484,0.618216,0.189111,0.51698,0.29136,0.412657,0.312356,2.265492,13.897902,1.62979,1.71238,11.751395,38.653855,0.0,2.643754,9.924515,2.678115,0.383568,0.14251,11.140435,0.136771,0.0
MIMAT0020958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32753,0.0,0.092274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10536,0.0,0.0,0.0,0.0,0.84089,0.0,0.0,0.0,0.0,0.0,0.0,0.421038,0.0,0.0,0.0,0.0,0.091446,0.0,0.0,0.0,0.0,0.0,0.204548,0.0,0.0,0.1272,0.0,0.0,0.0,0.154554,0.0,0.0,0.0,0.0,0.156178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0020959,0.552364,0.436936,0.834756,0.295787,0.347626,0.333976,0.272001,1.021238,0.299032,0.987723,0.436775,0.321992,0.393768,0.0,0.750203,0.0,0.0,0.573929,0.707376,0.55098,0.375105,0.475504,0.369978,0.460554,0.291955,0.389468,0.748545,0.0,0.270988,0.265657,0.267704,0.26752,0.41772,0.643488,0.206913,0.0,0.481465,0.0,0.455,0.160685,0.0,0.28923,0.0,0.491295,0.569352,0.138411,0.418434,0.497695,0.740145,0.101192,0.236398,0.468062,0.0,0.488674,0.0,0.730049,0.547477,1.23666,0.0,0.276381,0.0,0.433725,0.0,0.872547,0.0,0.0,0.884672,0.351292,0.0,0.475136,0.251231,0.0,0.0,0.590659,0.1794,0.163576,0.716639,0.632291,0.0,0.996381,0.220617,1.054806,0.225118,0.187446,0.49127,0.0,0.148734,0.507838,0.344023,0.0,0.685463,0.300075,0.180804,0.144842,0.83132,0.0,0.0,0.263974,0.468762,0.31576,0.230624,0.395689,0.632205,0.451472,0.521852,0.884288,0.530132,0.265494,0.336593,0.368885,0.0,0.365112,0.0,0.48984,0.263625,0.356975,0.417776,0.421037,0.707093,0.0,0.0,0.0,0.365784,0.375382,0.373291,0.754724,0.24504,0.0,1.02274,0.228805,0.396987,0.0,0.0,0.308189,0.838414,0.154554,0.189111,1.206287,0.58272,0.412657,0.468534,0.377582,0.772106,0.0,0.570794,0.0,0.402644,0.139999,0.495704,0.405082,0.48693,0.575352,0.712552,0.0,0.0,0.644091
MIMAT0021017,1.104727,2.18468,2.170368,0.88736,3.302447,0.667952,0.90667,0.851033,0.672822,2.19494,0.87355,1.04647,4.331457,1.054892,4.313668,1.563152,1.760449,2.008752,2.122127,4.407834,3.876072,0.0,6.166296,3.991458,1.459776,0.584202,1.047965,0.847398,1.083952,3.187886,1.740077,0.53504,4.177198,0.723925,1.034566,0.0,0.096293,4.183496,0.91,0.32137,1.799779,3.470764,2.14752,1.31012,1.281042,0.092274,0.976348,0.99539,2.960582,0.60715,0.709195,2.106279,3.946993,0.488674,2.918371,0.182512,0.938532,3.709981,0.0,5.803994,0.46217,0.867451,0.483234,2.326789,0.668358,2.353057,1.327008,3.161628,0.394299,0.0,1.004924,1.487394,0.85233,2.510299,1.255794,0.0,1.672158,2.529166,1.377423,0.332127,0.882467,2.10961,0.450236,1.124674,0.982539,2.155029,2.677216,3.300949,1.032069,2.57028,2.741851,0.700176,0.0,2.317473,0.0,1.044502,2.06742,0.0,1.640667,0.94728,0.0,0.0,1.264411,0.0,0.260926,0.884288,0.530132,1.991199,0.336593,1.659985,2.943113,0.730224,0.521666,0.48984,0.087875,0.356975,1.671106,0.947334,1.414186,0.0,0.957288,1.30708,0.45723,0.750765,0.559938,3.018895,1.470237,0.0,0.0,0.0,0.992469,3.561588,0.352056,2.773702,1.537092,0.0,0.189111,0.0,0.58272,5.777198,0.078089,3.020656,4.246582,4.237455,2.283173,0.0,1.207932,0.419997,2.313286,2.025411,1.46079,0.191784,0.71255,1.591491,0.957396,0.0
MIMAT0021018,0.0,0.0,0.166951,0.295787,0.0,0.667951,0.090667,0.0,0.224274,0.219494,0.109194,0.0,0.590653,0.0,0.937753,0.195394,0.320082,0.143482,0.530532,1.101959,0.125035,0.237752,0.739956,0.460553,0.875865,0.194734,0.0,0.0,0.0,0.531314,0.133852,0.0,0.27848,0.080436,0.206913,0.0,0.0,0.0,0.091,0.32137,0.449945,0.578461,0.0,0.0,0.71169,0.046137,0.0,0.0,0.246715,0.202383,0.118199,0.0,0.232176,0.0,0.126886,0.0,0.078211,1.44277,0.0,0.276381,0.0,0.0,0.161078,0.0,0.0,0.336151,0.221168,0.351292,0.131433,0.20363,0.0,0.0,0.0,0.147665,0.0598,0.081788,0.477759,0.843055,0.459141,0.0,0.220617,0.395553,0.450236,0.0,0.0,0.718343,0.594937,0.253919,0.688046,0.0,0.0,0.100025,0.0,0.144842,0.11876,0.348167,0.275656,0.175983,0.703143,0.0,0.461248,0.0,0.632205,0.0,0.0,0.663216,0.0,0.0,0.0,0.368886,0.420445,0.365112,0.782499,0.0,0.0,0.0,0.417777,0.210519,0.117849,0.0,0.239322,0.130708,0.0,0.187691,0.0,0.0,0.367559,0.160622,0.0,0.228805,0.198494,0.254399,0.0,0.616378,0.279471,0.0,0.189111,0.172327,0.29136,0.412657,0.078089,0.755164,0.0,0.325958,0.856191,0.0,0.0,0.139999,0.165235,0.405082,0.243465,0.0,0.0,0.0,0.0,0.0
MIMAT0021019,0.0,0.218468,0.166951,0.0,0.0,0.0,0.090667,0.0,0.224274,0.0,0.0,0.402488,0.0,0.0,0.187551,0.0,0.0,0.0,0.0,0.0,0.25007,0.0,0.0,0.0,0.291955,0.0,0.149709,0.0,0.0,0.0,0.0,0.0,0.13924,0.0,0.0,0.0,0.192586,0.0,0.0,0.482054,0.0,0.0,0.0,0.0,0.0,0.046137,0.278957,0.0,0.49343,0.101192,0.236398,0.0,0.0,0.0,0.126886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175646,0.131433,0.135753,0.0,0.0,0.0,0.0,0.0,0.0,0.23888,0.210764,0.0,0.083032,0.441234,0.131851,0.112559,0.0,0.0,0.0,0.0,0.253919,0.344023,0.0,0.0,0.20005,0.0,0.0,0.11876,0.0,0.0,0.175982,0.0,0.0,0.0,0.395689,0.0,0.0,0.0,0.442144,0.0,0.0,0.336593,0.0,0.0,0.0,0.0,0.0,0.17575,0.0,0.0,0.105259,0.117849,0.0,0.0,0.0,0.091446,0.187691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1272,0.0,0.0,0.0,0.309108,0.0,0.0,0.29136,0.0,0.234267,0.0,0.0,0.162979,0.285397,0.0,0.0,0.0,0.165235,0.0,0.0,0.0,0.14251,0.0,0.0,0.214697
MIMAT0021020,3.314186,3.27702,5.676348,1.478934,3.476258,1.001927,1.360006,1.361655,2.766042,1.316965,0.109194,3.05891,1.575075,2.109784,3.000808,1.367758,1.920488,3.156612,3.360034,2.479406,4.626277,2.853028,1.109933,1.228141,4.379328,1.557875,1.946223,3.389594,3.522841,1.593943,4.417119,3.21024,2.088599,1.68916,1.448393,1.58122,2.599911,7.401571,1.183002,3.69575,0.89989,1.446152,1.07376,7.696964,2.704421,0.599778,4.044871,1.99078,3.2073,1.720258,3.309577,6.786898,2.32176,1.466022,1.649513,2.372661,2.972019,2.473321,2.191019,2.763806,1.38651,1.734901,0.644312,6.107822,1.336716,1.680755,0.884672,3.337273,0.92003,2.104174,1.256156,0.424969,0.28411,2.21497,0.597997,1.226817,2.866556,3.161456,0.918282,0.747284,3.309251,1.186656,1.575824,1.687011,1.670316,1.257099,1.189874,3.554869,3.784252,1.835913,3.255948,2.400604,0.723217,2.172632,1.900162,0.696334,1.653936,2.375768,3.046952,2.841841,3.68998,1.582756,2.318089,0.677208,1.826485,8.842886,0.0,1.991198,0.673186,1.844426,5.886223,2.920893,1.304165,2.612473,0.52725,2.498824,1.462218,3.263042,2.121278,4.186861,1.675254,0.784248,1.280242,0.938456,0.933229,0.754724,2.205355,0.963734,4.704603,2.745664,1.984936,1.780793,3.1685,2.157324,1.816564,0.927324,1.32378,1.55094,4.079035,4.539227,3.748275,3.020656,2.70237,2.444686,4.566346,8.393853,5.637021,0.839992,2.643754,3.038117,1.46079,1.534271,3.135225,4.376599,1.230936,1.288181
MIMAT0021021,1.472971,1.529276,1.33561,1.183148,1.390504,0.667952,0.544002,0.851033,0.74758,0.219494,0.982744,1.609954,2.756381,1.582338,1.125306,0.390788,2.24057,0.860893,2.475815,1.928428,1.750487,0.713256,1.479912,0.307036,2.91955,2.142077,0.598837,0.423699,0.541976,2.125257,1.204668,1.87264,1.3924,0.402181,0.413826,1.229838,0.192586,0.643614,0.910001,1.285479,1.79978,2.313841,1.07376,3.439068,1.138704,0.599779,0.697391,1.99078,1.727008,0.607151,1.536588,1.638217,2.786113,2.932044,1.903284,1.095074,0.547477,0.82444,0.547754,1.658285,0.92434,0.0,0.966468,1.163395,1.670895,2.016906,1.327008,1.053876,1.314329,0.543014,1.758617,0.637454,1.988771,1.771976,0.1196,0.736092,0.955519,2.107638,3.673127,0.581222,2.868018,1.054806,1.238148,1.499565,0.589524,1.436686,0.892405,3.300949,2.064138,0.734366,1.370927,1.100276,1.084826,1.44842,0.47504,0.0,0.68914,0.967904,3.515713,1.5788,1.383744,1.187067,2.107352,1.354416,0.260926,3.537154,3.710922,0.530987,1.682965,1.106657,1.261335,1.460448,2.347497,0.979678,0.52725,0.356975,2.088883,0.315778,3.535462,0.966198,1.435932,0.914956,1.097351,2.064604,0.746583,1.509448,1.102678,1.124355,2.454576,0.686415,1.786444,1.780797,0.704112,1.540945,0.558943,1.54554,0.378222,1.378615,1.748159,1.237971,1.717958,3.398238,2.316318,0.488937,0.570794,2.93785,2.818509,1.679984,1.156643,1.82287,0.243465,2.684975,0.855062,1.591491,0.683855,1.288182
MIMAT0021022,1.472971,1.09234,0.166951,0.295787,1.042878,0.333976,0.544002,0.425517,0.224274,0.329241,0.0,0.804977,0.0,0.0,0.562652,0.195394,0.480123,0.143482,1.76844,1.101959,0.500139,0.951009,1.479912,0.767588,0.875865,0.0,0.748547,0.847398,0.270988,0.796971,0.401556,0.0,1.11392,0.241309,0.0,0.351382,0.096293,0.321807,0.182,1.285479,0.0,0.86769,0.53688,1.310121,1.138704,0.322958,0.976348,0.0,1.973722,1.113109,0.354597,0.468062,2.32176,0.977348,0.761314,0.730048,0.234633,0.61833,1.095509,0.829142,0.46217,0.867451,0.161078,1.163395,1.336716,1.344604,0.221168,0.526938,0.0,0.339383,0.251231,0.849939,0.0,1.181318,0.0598,0.40894,0.955519,1.686109,0.0,0.664253,1.544318,0.791103,0.562795,1.124674,0.393016,0.718343,0.892405,2.539192,0.344023,0.734366,1.028194,0.100025,1.265631,1.44842,1.068841,0.0,0.137828,0.70393,1.406286,0.0,1.84499,1.187067,1.264412,0.451472,0.0,3.09501,0.0,0.530987,1.346372,0.553329,2.522668,1.825558,0.0,1.632796,0.17575,0.356975,1.671106,0.736815,0.707093,0.644133,0.717966,0.784248,0.274338,0.750765,0.559937,1.132086,0.612598,0.0,2.04548,0.915222,0.396987,1.017598,0.704111,1.849134,0.698679,1.081878,0.0,1.03396,0.582719,1.650628,0.546623,0.377582,1.158159,0.162979,0.285397,2.518156,3.623799,0.699994,0.660938,1.417787,0.48693,1.150704,0.0,0.795746,0.273542,0.214697
MIMAT0021023,0.0,0.0,1.502563,0.591574,0.521439,0.0,0.997337,0.085103,0.37379,0.219494,0.655162,1.69045,0.0,0.0,0.0,0.0,0.0,0.143482,0.0,0.0,0.25007,0.0,0.123326,0.0,0.0,0.584202,1.796512,0.423699,0.270988,0.0,0.535408,0.53504,0.0,0.40218,0.0,0.527073,0.192586,0.0,0.0,0.0,0.0,1.590766,0.26844,0.0,0.142338,0.230685,1.115827,0.0,0.246715,0.0,1.063792,0.234031,0.232176,0.0,0.0,0.182512,0.625688,0.20611,0.0,0.0,0.46217,0.0,0.161078,0.872546,0.0,0.0,0.0,0.175646,0.788597,0.407261,0.0,0.637455,0.56822,0.147665,0.179399,0.572516,0.0,0.210764,0.918282,1.245475,0.882466,0.131851,0.675354,0.374891,0.196508,0.359172,0.0,0.253919,0.0,0.734366,0.171366,0.100025,0.0,0.144842,0.0,0.0,0.0,0.263974,0.234381,0.0,0.0,0.395689,0.0,3.38604,0.260926,0.442144,0.0,0.132747,0.0,0.0,0.420445,0.0,0.0,0.0,0.263625,0.356975,0.208888,0.421036,1.649882,0.0,0.0,0.522832,1.005905,0.563074,0.373292,0.0,0.12252,0.321245,0.204548,0.0,0.595481,0.2544,1.056167,0.0,0.0,0.77277,0.567334,0.0,0.29136,0.412657,0.78089,0.0,0.0,0.488937,0.285397,0.419693,0.0,0.699993,0.165235,0.202541,0.0,0.958919,1.852633,0.0,0.547082,1.717575
MIMAT0021024,0.0,0.0,0.166951,0.0,0.0,0.0,0.0,0.0,0.149516,0.219494,0.109194,0.080498,0.0,0.0,0.187551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299418,0.0,0.0,0.0,0.0,0.0,0.27848,0.080436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092274,0.139478,0.0,0.0,0.0,0.236398,0.234031,0.232176,0.0,0.0,0.0,0.078211,0.0,0.0,0.0,0.0,0.0,0.161078,0.290849,0.0,0.0,0.0,0.0,0.131433,0.0,0.251231,0.0,0.0,0.0,0.0,0.327152,0.477759,0.0,0.0,0.249095,0.220617,0.131851,0.112559,0.0,0.0,0.538758,0.0,0.0,0.0,0.0,0.0,0.100025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461247,0.0,0.0,0.0,0.260926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17575,0.0,0.0,0.0,0.353547,0.0,0.0,0.0,0.182892,0.0,0.0,0.0,0.0,0.160622,0.204548,0.0,0.0,0.1272,0.176028,0.0,0.0,0.154554,0.189111,0.172327,0.0,0.0,0.0,0.0,0.0,0.162979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191784,0.0,0.0,0.0,0.0
MIMAT0021025,0.184121,0.0,0.500854,0.0,0.0,0.0,0.090667,0.085103,0.224274,0.0,0.109194,0.160995,0.0,0.0,0.0,0.195394,0.480123,0.0,0.0,0.0,0.0,0.237752,0.0,0.0,0.0,0.194734,0.0,0.0,0.0,0.0,0.133852,0.0,0.0,0.0,0.0,0.0,0.096293,0.0,0.0,0.32137,0.0,0.0,0.0,0.0,0.0,0.046137,0.139478,0.0,0.0,0.0,0.354597,0.0,0.0,0.0,0.0,0.182512,0.0,0.0,0.0,0.0,0.0,0.0,0.161078,0.0,0.0,0.0,0.0,0.0,0.262866,0.067877,0.251231,0.0,0.0,0.0,0.0,0.327152,0.0,0.0,0.0,0.0,0.0,0.131851,0.225118,0.187446,0.196508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144842,0.0,0.0,0.0,0.175982,0.0,0.0,0.0,0.0,0.0,0.0,0.260926,0.0,0.0,0.0,0.0,0.184443,0.0,0.0,0.0,0.16328,0.439375,0.0,0.0,0.105259,0.0,0.0,0.0,0.0,0.091446,0.0,0.186646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176028,0.0,0.0,0.463662,0.0,0.172327,0.0,0.0,0.234267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575352,0.0,0.0,0.0,0.0
MIMAT0021026,0.184121,0.218468,0.667806,0.591573,0.0,0.0,0.453335,0.0,0.448548,0.109747,0.109194,0.643981,0.0,0.0,0.187551,0.390788,0.480122,0.430447,0.176844,0.27549,0.125035,0.713257,0.0,0.0,0.0,0.389468,0.299419,0.0,0.812964,0.0,0.133852,0.0,0.27848,0.080436,0.206913,0.351382,0.866637,0.0,0.0,0.160685,0.449945,0.867691,0.26844,0.163765,0.142338,0.138411,0.697391,0.497695,0.0,0.404767,1.300191,0.234031,0.0,0.488674,0.0,0.0,0.234633,0.20611,0.0,0.552761,0.0,0.0,0.161078,0.290849,0.334179,0.0,0.0,0.0,0.92003,0.543012,0.251231,0.212485,0.0,0.29533,0.239199,1.88112,0.23888,0.0,0.0,0.249096,0.220617,0.395552,0.450236,0.187446,0.098254,0.179586,0.0,0.0,0.0,0.734365,0.0,0.100025,0.0,0.0,0.11876,0.0,0.0,0.263974,0.0,0.0,0.230624,0.0,0.0,0.902944,0.0,0.0,0.0,0.132747,0.0,0.553328,0.0,0.0,0.260833,0.0,0.52725,0.0,0.626665,0.421037,0.353547,0.0,0.0,0.0,0.45723,0.187691,0.186646,0.0,0.0,0.64249,0.0,0.0,0.0,0.0,0.88014,0.308189,0.0,0.927324,0.378223,0.0,0.29136,0.412657,0.702801,0.0,0.0,0.488937,0.0,0.0,0.201322,0.419997,0.0,0.202541,0.0,1.917838,0.855061,0.0,0.683853,0.858787
