,108d4b89-d1d5-4528-a040-c7e5696c8417_01,14213209-2217-4812-9a19-d9b2b6718467_01,158fd4c2-68dc-4ca4-8130-d5589c80d825_01,1791e250-70ac-439c-828b-15ba811935cc_01,1d2937e8-6104-4330-b7dc-7bcd79dac927_01,200f77a5-803c-4891-980b-5c3b08c91254_01,245e4254-dbc1-45bd-b5df-504d8c3822de_01,254f6921-82ac-4fe1-b1b4-ace94c420d05_01,276dd6d1-a5ad-4b64-8536-916584805091_01,2aa77a19-efde-478a-a113-c0af75708b31_01,2aad74b4-8d66-4563-8958-88d83f86556d_01,33ad8d6e-10f4-4965-9721-1a9984f9e87d_01,3428aa0a-127d-492a-bf4a-ee82563d3701_01,37c77a51-efce-46bd-ab8c-93e17c04c6ac_01,3af5b391-e72f-463d-a086-a86c6c30a51a_01,485b221f-f40f-46a0-a9cf-023f807e6146_01,4a31c620-5c6e-44ae-b7f0-0553c4b7eb33_01,4daeefc3-0e2e-4537-8e13-af9717b3ce29_01,4f0124a6-4a5b-4e42-b9ff-d7de51d2148c_01,4f4906dc-7ebd-47f1-a8f5-b35d3950e740_01,51f6692d-a05b-474b-ba99-637c8bc49b30_01,605e9e51-270c-48fb-b198-46b5512b29da_01,6385194a-d75b-4bd3-9e70-9aa36250d5b9_01,64d00705-5070-4338-9433-ba74424528b3_01,6717b82e-889d-45a4-9638-4d0e023399cc_01,6db758a1-dd0f-4abb-a0ca-80c4b135e8a5_01,6dfe9121-29a0-4593-984f-1644166e1d39_01,6e22b287-5b45-4f5f-a825-b200aa6943e6_01,75a43851-8fa0-4259-b843-88dc6fbce270_01,76b0106c-a4d2-4b29-bef4-fe03a25b5d21_01,76e4538f-3383-46b0-884d-978d031ee182_01,79823022-7feb-49de-8de7-607721b595d2_01,82c37e7c-0899-497e-9753-84da21f8e0fe_01,83059a0f-4de9-454c-8e51-9265ab5f3558_01,8481dc3d-109a-4f2d-a0ad-8f0fd2a61a53_01,8703c5c3-d519-4d78-a5f6-2ef53fca277a_01,89d0b316-65de-4f4c-988a-3c3861a68090_01,8b7c42cd-fc2a-4023-843e-a411821f94ff_01,8c113bc1-101b-405f-9eb1-8c9e8ebbe185_01,8c8d4495-1a1d-4942-b0f0-1445fd05dfce_01,8def73e4-83a5-4998-8f6e-f71f21c946ac_01,9205fbf2-f4ba-475c-8351-1aae5ff3b8bf_01,98315e03-ffe8-449c-8f92-7fd2c0f20b79_01,9f15bf13-11d2-400f-b6f9-c8be0a57c763_01,a1206473-cf9d-4bca-97c9-67f35817b806_01,ae10b73d-e7f4-4334-8452-167b60d71cb5_01,b0770eff-dff2-4e10-8fc9-c07a81efcc5e_01,cdde118f-4673-4e7e-b965-1f9fe007050d_01,ce2b2c41-7d28-4d8b-a037-af842a8fe20f_01,d9952e44-b573-4854-893e-b3bbc5287f2f_01,ddfdd05e-058c-4877-b389-724a6c101353_01,ebb834c6-374e-4077-a4ce-c74a850be358_01,ee6083aa-9453-44ff-8cc5-79b71fea289d_01,eec002c4-7602-4179-8eb3-2b0508d5ee1c_01,f2cc142b-9fc0-44d9-9ae3-558b4eace375_01,f98c183e-aaa1-40c4-83e7-c248cc3adb55_01,ffedc8be-1056-4205-b9d9-99b5bdb872db_01
MIMAT0018354,0.0,4.354457,0.0,4.055427,0.0,0.0,0.0,0.302629,0.0,0.136398,0.0,0.178036,0.199355,0.0,0.123617,0.0,0.122982,0.852999,0.0,0.377294,0.0,0.0,2.637095,1.037866,0.82594,0.541104,0.0,0.0,0.190581,0.357202,0.13209,0.972361,0.0,0.914551,0.211002,0.1844,0.188714,2.757521,0.838634,1.415435,0.0,1.030912,0.0,0.0,4.407775,0.0,0.0,0.140166,0.0,0.634385,2.758111,0.369888,0.369082,11.275917,0.36666,0.0,1.447031
MIMAT0018355,0.436064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39871,0.200293,0.0,0.0,0.122982,0.0,0.367477,0.0,0.0,0.167411,0.0,0.172978,0.0,1.082208,0.0,0.0,0.0,0.357202,0.13209,0.0,0.24333,0.0,0.211002,0.0,0.0,0.145133,0.279545,0.353859,0.0,0.343637,0.0,0.0,0.151992,0.0,0.0,0.0,0.796488,0.475788,0.0,0.369888,0.369082,0.0,0.366661,0.0,0.206719
MIMAT0018356,0.0,0.217723,0.35755,0.0,0.0,0.343872,0.301247,0.605258,0.929031,0.0,0.160955,0.178036,0.199355,0.400585,0.865317,0.235908,0.0,0.0,0.367477,0.377294,0.0,0.502233,1.318548,0.172978,1.032424,0.270552,0.558544,0.223789,0.0,0.0,0.0,0.24309,0.0,0.457276,0.0,0.1844,0.754858,0.145133,0.0,1.061576,0.0,0.343637,0.522488,1.579188,0.911954,0.0,2.353018,0.280332,0.265496,0.317192,0.919371,0.369888,0.738164,1.708471,0.0,0.0,0.0
MIMAT0018357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123617,0.0,0.0,0.0,0.0,0.0,0.26238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018358,0.0,0.653169,0.35755,0.405543,0.324751,0.0,0.301247,0.605258,0.309677,0.136398,0.0,0.178036,0.199355,0.200293,0.865318,0.235908,0.122982,0.341199,0.367477,0.0,0.0,0.502234,0.0,0.0,0.41297,0.0,0.418908,0.223789,0.381162,0.0,0.13209,0.729271,0.0,0.457276,0.0,0.1844,0.188714,0.0,0.279545,0.707718,0.0,0.343637,0.261244,0.394797,0.151992,0.203612,0.0,0.140166,0.265496,0.317192,0.306457,0.0,0.0,0.683388,0.0,0.78408,0.206719
MIMAT0018359,0.0,0.870892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136398,0.32191,0.0,0.199355,0.0,0.0,0.0,0.0,0.1706,0.367477,0.0,0.0,0.0,0.329637,0.172978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.112166,0.0,0.0,0.394797,0.0,0.610835,0.0,0.280332,0.265496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018360,1.308193,0.0,0.536324,1.622171,0.324751,1.20355,0.602493,0.605258,1.548386,0.0,0.0,0.712143,0.199355,1.001463,0.494467,0.589768,0.61491,0.682399,0.367477,0.377294,0.0,0.502234,0.659274,0.0,1.651879,0.270552,0.0,0.447578,0.381162,0.178601,0.26418,0.0,0.24333,0.228638,0.0,0.3688,0.0,0.580531,0.279545,0.353859,0.185361,0.0,0.261244,0.789594,0.0,0.305417,2.353019,0.700829,1.061984,0.634385,0.0,0.739776,0.369082,4.783722,0.0,0.0,0.620156
MIMAT0018443,0.0,0.0,0.178775,0.405543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541104,0.0,0.0,0.0,0.178601,0.0,0.0,0.0,0.457276,0.0,0.0,0.0,0.145133,0.0,0.353859,0.185361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333,0.0,0.0
MIMAT0018444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018926,0.654096,0.217723,0.178775,0.405543,0.0,0.171936,0.0,0.0,0.0,0.272796,0.482865,0.178036,0.0,0.0,0.123617,0.353861,0.245964,0.0,0.0,0.377294,0.524759,0.837057,0.0,0.0,0.0,0.811656,0.139636,0.0,0.0,0.178601,0.26418,0.24309,0.0,0.0,0.0,0.1844,0.0,0.290266,0.838635,0.353859,0.185361,0.0,0.0,0.394797,0.151992,0.203612,0.0,0.420498,0.0,1.110173,1.225827,0.739776,0.0,1.025083,0.0,0.0,0.0
MIMAT0018928,0.0,0.0,0.0,0.0,0.324751,0.0,0.0,0.0,0.0,0.0,0.0,0.178036,0.199355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279545,0.0,0.0,0.0,0.0,0.0,0.151992,0.0,0.0,0.0,0.0,0.158596,0.0,0.0,0.0,0.341694,0.0,0.0,0.0
MIMAT0018932,0.0,0.0,0.0,0.405543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206485,0.270552,0.139636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394797,0.303984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206719
MIMAT0018933,0.0,0.217723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018934,0.218032,0.217723,0.178775,1.216628,0.0,0.0,0.0,0.0,3.40645,0.0,0.160955,0.0,0.996775,2.203219,0.0,0.353861,0.0,0.0,0.0,0.377294,0.26238,0.0,0.0,0.0,3.716727,0.541104,0.418908,0.223789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377429,0.435398,0.0,0.353859,0.0,2.749099,1.175598,0.0,0.151992,0.203612,0.0,0.140166,0.796488,0.158596,0.612914,0.369888,23.252158,0.0,0.0,0.0,0.413437
MIMAT0018935,0.0,0.0,0.0,0.0,0.0,0.0,0.301247,0.0,0.0,0.0,0.0,0.178036,0.199355,0.0,0.0,0.0,0.122982,0.1706,0.0,0.377294,0.0,0.0,0.0,0.0,0.0,0.270552,0.0,0.223789,0.0,0.0,0.0,0.0,0.0,0.0,0.211002,0.0,0.0,0.0,0.0,0.0,0.0,0.343637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206719
MIMAT0018936,0.0,0.653169,0.0,0.0,0.0,0.171936,0.0,0.907887,0.0,0.0,0.160955,0.178036,0.0,0.200293,0.0,0.0,0.122982,0.0,0.0,0.0,0.524759,0.0,2.307458,0.0,0.0,0.0,0.837816,0.0,0.0,0.0,0.52836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55909,0.0,0.0,0.343637,0.0,0.0,0.303984,0.0,0.0,2.242654,0.0,0.317192,0.306457,0.0,0.738164,0.683388,0.0,0.0,0.0
MIMAT0018937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206719
MIMAT0018939,0.0,0.0,0.178775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309677,0.0,0.0,0.178036,0.0,0.0,0.123617,0.0,0.0,0.1706,0.367477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341694,0.0,0.0,0.0
MIMAT0018941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117954,0.0,0.0,0.0,0.0,0.0,0.0,0.329637,0.0,0.0,0.0,0.0,0.0,0.190581,0.0,0.0,0.0,0.0,0.228638,0.0,0.0,0.0,0.0,0.279545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279545,0.0,0.0,0.0,0.0,0.0,0.151992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018947,0.0,0.435446,0.0,0.811086,0.0,0.85968,0.0,0.0,1.238709,0.136398,0.0,0.712143,0.199355,0.0,0.0,0.235908,0.122982,0.0,0.367477,0.0,0.0,0.837056,1.648185,0.172978,0.41297,0.811656,3.630539,0.0,0.0,0.178601,0.0,0.0,0.24333,0.228638,0.0,0.1844,0.0,0.145133,0.279545,0.0,0.0,0.0,0.0,0.789594,0.0,0.0,0.0,0.280332,0.0,0.0,0.919371,0.0,0.0,0.341694,2.199965,0.0,0.0
MIMAT0018949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223789,0.0,0.0,0.13209,0.0,0.0,0.0,0.0,0.1844,0.0,0.0,0.0,0.0,0.370722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333,0.0,0.0
MIMAT0018950,0.0,0.217723,0.0,0.0,0.0,0.0,0.0,0.302629,0.0,0.0,0.0,0.178036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140166,0.0,0.0,0.0,0.0,0.0,0.0,0.18333,0.0,0.0
MIMAT0018951,0.0,0.0,0.0,0.811085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712142,0.0,0.400586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190581,0.0,0.0,0.0,0.0,0.457276,0.211002,0.0,0.0,0.145133,0.0,0.0,0.0,0.0,0.261244,0.0,0.0,0.0,0.0,0.140166,0.265496,0.0,0.0,0.0,0.738164,0.341694,0.0,0.0,0.0
MIMAT0018953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306457,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018960,0.218032,0.217723,0.178775,0.0,0.0,0.0,0.0,0.302629,0.0,0.0,0.160955,0.712143,0.199355,0.0,0.123617,0.117954,0.122982,0.0,0.0,0.0,0.0,0.0,0.0,1.037866,0.41297,0.0,0.0,0.223789,0.190581,0.0,0.26418,0.0,0.0,0.457276,0.0,0.1844,0.0,0.145133,0.0,0.0,0.0,0.343637,0.0,0.0,0.151992,0.101806,0.0,0.0,0.0,0.158596,0.0,0.0,1.107246,0.0,0.18333,0.26136,0.0
MIMAT0018961,0.0,0.435446,0.536325,0.0,0.0,0.0,0.90374,0.302629,0.309677,0.68199,0.0,0.178036,1.19613,0.200293,0.247234,0.117954,0.245964,0.1706,1.102431,0.0,0.26238,0.502233,0.329637,0.518934,0.0,0.0,0.139636,0.0,0.190581,0.178601,0.0,1.215451,0.24333,0.685914,0.633007,0.1844,0.188714,0.0,0.279545,0.0,0.370722,0.0,0.261244,0.0,0.0,0.916252,0.0,0.0,0.265496,0.158596,0.0,0.369888,0.0,0.341694,0.0,0.0,0.620156
MIMAT0018962,0.654096,1.306338,1.07265,0.811086,1.623755,1.031616,3.313715,0.302629,0.619354,2.182367,1.448594,3.382683,1.794195,0.801171,0.618085,0.943632,1.967712,1.194199,1.102431,2.263764,0.78714,0.502233,1.977822,1.210846,1.445395,3.246624,0.837816,1.118945,0.952905,1.071606,1.320899,0.97236,1.703309,0.685914,1.05501,1.4752,0.377428,0.435399,1.118179,3.184731,2.595054,2.061822,1.95933,1.973985,1.367929,0.203612,1.176509,0.981162,0.265496,0.79298,0.919371,1.84944,2.214492,2.050165,1.099981,0.52272,2.480626
MIMAT0018963,0.0,0.0,0.0,0.811085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018965,0.0,0.870891,0.0,0.405543,0.0,0.0,0.0,0.0,0.0,0.136398,0.0,0.0,0.0,0.0,0.0,0.117954,0.0,0.0,0.367477,0.377294,0.0,0.0,0.0,0.0,0.0,0.270552,0.0,0.223789,0.0,0.0,0.0,0.0,0.24333,0.0,0.0,0.0,0.0,0.0,0.279545,0.353859,0.0,0.0,0.0,0.0,0.151992,0.0,0.0,0.0,0.0,0.475788,0.0,0.0,0.0,0.0,0.549991,0.26136,0.206719
MIMAT0018968,0.436064,1.306337,0.0,0.0,0.649502,0.0,1.204988,1.210517,0.309677,3.000751,0.482864,0.534108,0.199355,1.001464,0.494467,0.353861,0.0,1.023599,0.367477,4.150234,0.52476,0.502233,1.648185,2.248711,0.0,0.811656,0.139636,0.0,0.381162,0.0,0.39627,0.486181,0.486659,0.228638,5.275057,0.0,0.188714,0.290265,19.568123,79.264316,0.370722,0.0,0.130622,0.394797,0.759961,5.192095,5.882546,0.140166,0.0,3.013327,0.0,8.137536,0.0,2.733555,1.283312,1.829518,0.413438
MIMAT0018969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.176509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566143,0.0,0.0,0.0,0.370722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369082,0.0,0.549991,0.0,0.0
MIMAT0018972,0.218032,0.0,0.0,0.405543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018973,0.0,0.0,0.0,0.0,0.0,0.0,0.301247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018975,0.436064,0.217723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123617,0.0,0.0,0.0,0.734954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190581,0.0,0.0,0.24309,0.0,0.0,0.0,0.0,0.0,0.0,0.279545,0.0,0.0,0.0,0.0,0.394797,0.151992,0.101806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333,0.0,0.0
MIMAT0018976,0.0,0.0,0.0,0.0,0.0,0.171936,0.0,0.0,0.309677,0.136398,0.160955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329637,0.0,0.206485,0.811656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457276,0.0,0.1844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369082,0.0,0.0,0.0,0.0
MIMAT0018982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018983,0.0,0.435446,0.536325,0.405543,0.649502,0.343872,2.711222,1.815774,2.167739,0.545592,0.160955,0.89018,0.996775,1.001464,0.247234,0.353862,0.860874,0.1706,0.734954,0.754588,0.0,0.0,0.0,0.0,0.0,0.0,0.279272,0.671367,0.0,0.893005,0.66045,0.72927,0.97332,0.457276,2.11002,0.3688,0.0,0.435398,2.515904,0.0,0.0,1.030911,0.0,0.789594,5.015744,0.0,50.589898,0.0,0.265496,0.475788,1.225828,1.109664,1.476328,0.0,0.0,0.0,0.826875
MIMAT0018989,0.872129,0.0,0.0,0.0,0.0,0.343872,0.0,0.0,0.309677,0.272796,0.0,0.178036,0.199355,0.200293,0.0,0.117954,0.0,0.1706,0.734954,0.0,0.0,0.334822,0.0,0.345956,0.0,0.0,0.139636,0.0,0.190581,0.357202,0.0,0.0,0.0,0.0,0.0,0.0,0.188714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455977,0.0,0.0,0.280332,0.530992,0.0,0.612914,0.0,0.369082,0.683388,0.0,0.0,0.0
MIMAT0018992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400585,0.0,0.0,0.122982,0.0,0.0,0.0,0.0,0.0,0.988911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24309,0.0,0.0,0.0,0.0,0.0,0.435398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206719
MIMAT0018993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1706,0.0,0.0,0.0,0.0,0.329637,0.0,0.0,0.0,0.139636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353859,0.0,0.0,0.261244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369082,0.341694,0.0,0.0,0.0
MIMAT0018994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413438
MIMAT0018996,0.0,0.0,0.35755,0.0,0.0,0.0,0.90374,0.0,0.0,0.0,0.160955,0.0,0.199355,0.0,0.123617,0.117954,0.245964,0.0,0.0,0.0,0.26238,0.167411,0.0,0.172978,0.0,0.541104,0.0,0.895154,0.0,0.0,0.13209,0.0,0.24333,0.0,0.0,0.0,0.0,0.0,0.0,0.353859,0.185361,0.0,0.130622,0.0,0.0,0.0,0.0,0.280332,0.0,0.158596,0.0,0.0,0.0,0.341694,0.0,0.0,0.0
MIMAT0018997,0.0,0.217723,0.0,0.0,0.0,0.0,0.301247,0.0,0.0,0.136398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353859,0.185361,0.0,0.0,0.0,0.151992,0.0,1.176509,0.0,0.265496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
