,108d4b89-d1d5-4528-a040-c7e5696c8417_01,14213209-2217-4812-9a19-d9b2b6718467_01,158fd4c2-68dc-4ca4-8130-d5589c80d825_01,1791e250-70ac-439c-828b-15ba811935cc_01,1d2937e8-6104-4330-b7dc-7bcd79dac927_01,200f77a5-803c-4891-980b-5c3b08c91254_01,245e4254-dbc1-45bd-b5df-504d8c3822de_01,254f6921-82ac-4fe1-b1b4-ace94c420d05_01,276dd6d1-a5ad-4b64-8536-916584805091_01,2aa77a19-efde-478a-a113-c0af75708b31_01,2aad74b4-8d66-4563-8958-88d83f86556d_01,33ad8d6e-10f4-4965-9721-1a9984f9e87d_01,3428aa0a-127d-492a-bf4a-ee82563d3701_01,37c77a51-efce-46bd-ab8c-93e17c04c6ac_01,3af5b391-e72f-463d-a086-a86c6c30a51a_01,485b221f-f40f-46a0-a9cf-023f807e6146_01,4a31c620-5c6e-44ae-b7f0-0553c4b7eb33_01,4daeefc3-0e2e-4537-8e13-af9717b3ce29_01,4f0124a6-4a5b-4e42-b9ff-d7de51d2148c_01,4f4906dc-7ebd-47f1-a8f5-b35d3950e740_01,51f6692d-a05b-474b-ba99-637c8bc49b30_01,605e9e51-270c-48fb-b198-46b5512b29da_01,6385194a-d75b-4bd3-9e70-9aa36250d5b9_01,64d00705-5070-4338-9433-ba74424528b3_01,6717b82e-889d-45a4-9638-4d0e023399cc_01,6db758a1-dd0f-4abb-a0ca-80c4b135e8a5_01,6dfe9121-29a0-4593-984f-1644166e1d39_01,6e22b287-5b45-4f5f-a825-b200aa6943e6_01,75a43851-8fa0-4259-b843-88dc6fbce270_01,76b0106c-a4d2-4b29-bef4-fe03a25b5d21_01,76e4538f-3383-46b0-884d-978d031ee182_01,79823022-7feb-49de-8de7-607721b595d2_01,82c37e7c-0899-497e-9753-84da21f8e0fe_01,83059a0f-4de9-454c-8e51-9265ab5f3558_01,8481dc3d-109a-4f2d-a0ad-8f0fd2a61a53_01,8703c5c3-d519-4d78-a5f6-2ef53fca277a_01,89d0b316-65de-4f4c-988a-3c3861a68090_01,8b7c42cd-fc2a-4023-843e-a411821f94ff_01,8c113bc1-101b-405f-9eb1-8c9e8ebbe185_01,8c8d4495-1a1d-4942-b0f0-1445fd05dfce_01,8def73e4-83a5-4998-8f6e-f71f21c946ac_01,9205fbf2-f4ba-475c-8351-1aae5ff3b8bf_01,98315e03-ffe8-449c-8f92-7fd2c0f20b79_01,9f15bf13-11d2-400f-b6f9-c8be0a57c763_01,a1206473-cf9d-4bca-97c9-67f35817b806_01,ae10b73d-e7f4-4334-8452-167b60d71cb5_01,b0770eff-dff2-4e10-8fc9-c07a81efcc5e_01,cdde118f-4673-4e7e-b965-1f9fe007050d_01,ce2b2c41-7d28-4d8b-a037-af842a8fe20f_01,d9952e44-b573-4854-893e-b3bbc5287f2f_01,ddfdd05e-058c-4877-b389-724a6c101353_01,ebb834c6-374e-4077-a4ce-c74a850be358_01,ee6083aa-9453-44ff-8cc5-79b71fea289d_01,eec002c4-7602-4179-8eb3-2b0508d5ee1c_01,f2cc142b-9fc0-44d9-9ae3-558b4eace375_01,f98c183e-aaa1-40c4-83e7-c248cc3adb55_01,ffedc8be-1056-4205-b9d9-99b5bdb872db_01
MIMAT0019076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIMAT0019078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIMAT0019199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019201,3.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,7.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0
MIMAT0019202,4.0,0.0,1.0,7.0,0.0,3.0,0.0,5.0,3.0,6.0,1.0,4.0,2.0,7.0,4.0,16.0,2.0,10.0,1.0,1.0,10.0,0.0,1.0,2.0,4.0,4.0,8.0,0.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,10.0,8.0,15.0,1.0,4.0,0.0,58.0,9.0,1.0,5.0,13.0,1.0,5.0,0.0,1.0,3.0,0.0
MIMAT0019203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
MIMAT0019204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIMAT0019205,2.0,5.0,0.0,4.0,0.0,3.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,3.0
MIMAT0019206,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
MIMAT0019207,0.0,1.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
MIMAT0019208,74.0,137.0,39.0,107.0,16.0,227.0,12.0,96.0,59.0,160.0,100.0,33.0,72.0,109.0,80.0,139.0,35.0,12.0,73.0,121.0,85.0,55.0,19.0,72.0,246.0,53.0,126.0,62.0,6.0,32.0,53.0,64.0,61.0,30.0,18.0,3.0,39.0,129.0,63.0,103.0,18.0,26.0,169.0,12.0,74.0,115.0,17.0,13.0,63.0,98.0,24.0,152.0,35.0,78.0,17.0,24.0,97.0
MIMAT0019209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019210,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0
MIMAT0019211,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0
MIMAT0019212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019214,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,5.0,2.0,3.0,6.0,2.0,6.0,2.0,6.0,14.0,2.0,3.0,3.0,7.0,1.0,5.0,5.0,2.0,6.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,6.0,6.0,5.0,3.0,2.0,3.0,10.0,0.0,2.0,2.0,0.0,8.0,2.0,13.0,2.0,1.0,6.0,7.0,7.0,1.0,2.0
MIMAT0019215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIMAT0019216,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0
MIMAT0019218,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIMAT0019219,0.0,3.0,1.0,3.0,0.0,3.0,2.0,0.0,8.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,0.0,2.0,4.0,0.0,7.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,7.0,3.0,3.0,1.0,1.0
MIMAT0019220,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
MIMAT0019221,2.0,2.0,1.0,11.0,1.0,0.0,0.0,1.0,14.0,1.0,5.0,3.0,3.0,3.0,10.0,9.0,5.0,0.0,6.0,0.0,5.0,3.0,1.0,3.0,7.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,4.0,2.0,3.0,10.0,2.0,16.0,1.0,0.0,5.0,5.0,0.0,10.0,11.0,2.0,0.0,6.0,2.0,3.0,0.0,5.0
MIMAT0019222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIMAT0019225,2.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,6.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,10.0,0.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,5.0
MIMAT0019227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019228,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
MIMAT0019229,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,2.0,4.0,0.0,2.0,0.0,3.0
MIMAT0019230,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019232,7.0,5.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,10.0,2.0,1.0,2.0,24.0,3.0,1.0,0.0,8.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,10.0,2.0,1.0,23.0,3.0,17.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0
MIMAT0019233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIMAT0019234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019688,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
MIMAT0019691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019693,7.0,6.0,5.0,4.0,22.0,3.0,2.0,11.0,9.0,1.0,10.0,7.0,11.0,16.0,0.0,7.0,3.0,1.0,0.0,0.0,5.0,7.0,0.0,19.0,15.0,3.0,16.0,6.0,19.0,4.0,0.0,1.0,3.0,0.0,10.0,2.0,4.0,5.0,3.0,1.0,23.0,20.0,2.0,5.0,4.0,6.0,0.0,23.0,12.0,27.0,9.0,1.0,9.0,11.0,2.0,0.0,7.0
MIMAT0019695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MIMAT0019696,8.0,7.0,6.0,2.0,2.0,3.0,6.0,1.0,2.0,11.0,2.0,13.0,4.0,7.0,5.0,1.0,1.0,8.0,2.0,9.0,14.0,7.0,1.0,6.0,5.0,5.0,11.0,2.0,4.0,8.0,2.0,11.0,2.0,12.0,3.0,1.0,2.0,6.0,7.0,2.0,9.0,10.0,10.0,4.0,5.0,13.0,2.0,12.0,4.0,4.0,10.0,3.0,9.0,6.0,2.0,2.0,9.0
MIMAT0019697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019698,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIMAT0019699,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0
MIMAT0019700,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019701,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
