,0011a67b-1ba9-4a32-a6b8-7850759a38cf_01,016c9c14-4c88-49f5-a11a-dd4bc282f11e_01,03a9dd9d-62ae-4acd-9272-389274858f3d_01,04178a4f-14b0-45ba-aa3e-f21638e23765_01,065b26fc-6827-44d5-83d8-1100c63fcda6_01,093ca3a7-f545-468a-85ed-a35c3da03628_01,09daff79-6493-45c1-8cba-9381259e2bea_01,0a2cb2f9-972c-450c-8b7a-115a4cb93658_01,0b6b1937-4024-4f2c-aeca-46387277755f_01,0cb21fb0-520f-4105-99ec-697a335115b5_01,0eda7373-8335-455f-b90a-8c3540f28088_01,10290e91-9784-4f94-8daa-b5d9a8b0efb9_01,107cb92b-6231-4e7a-af05-1f5de5981947_01,1118490d-75aa-43cc-b2a2-c2af61829ffc_01,12f1d449-4da3-460d-b4f3-9e1232440a8b_01,1388bba1-02ba-40df-93e5-c3d58b7bbae0_01,1543c1da-bde4-41c1-a510-56b62db8cca8_01,156cb6c6-b5d4-4ea9-9495-fc972cf9c84a_01,1586cb0a-081a-4364-9470-46f9d0f0167d_01,16a9e1c5-85c2-4930-a16c-af59114bac9a_01,17878cb0-a8f9-43a4-911c-0f94c2a5e3df_01,17a8d208-fcf6-4480-945c-848d4234aafd_01,17e286b7-7793-446d-b556-1108addb5ba2_01,182fe81e-9c96-4824-8a8a-28f7c498020f_01,19e46a3d-18c5-4927-8501-2265e2d617b8_01,1e89c189-7c8a-44c9-9b0f-2f625a285003_01,205f30ff-fb10-44a8-a1c6-c538de100db5_01,21e8c2b7-3a80-4b7e-acec-6ff863f15324_01,25b43e40-e1f9-42a0-8052-5138f381eed9_01,261925e3-96e4-440c-8e95-c003d44ab2f2_01,26964b56-583f-46cc-ab2e-a948bf3e5432_01,2a7903cc-345d-48f7-9fec-b4a5f09f8002_01,2b1783da-9ede-4590-b96a-6b0eabc8777f_01,2bd23664-453b-4fbf-823e-6dbcde0c4a2a_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_02,2faf928d-453a-4d07-b058-b5d4e1d13845_01,3124e819-292b-48e7-baac-8c5c4a86dc20_01,3165bf70-df19-4043-bcfc-9ae92197ef72_01,31bd8589-378c-40e5-8b7f-3b4c81f304be_01,335d0351-3740-4847-9ff4-be2f078c70f7_01,335d0351-3740-4847-9ff4-be2f078c70f7_11,33e91116-8844-4861-843d-784c70b4a6fc_01,3546a93b-b279-4615-9d5f-5baa787e487e_01,368fd5c9-cd4b-4326-a47b-4d72938cfb8f_01,375436b3-66ac-4d5e-b495-18a96d812a69_01,398da5c2-d9f2-4eb4-9813-21009d3ad048_01,3aecf83e-c614-4ffa-8c82-1b5dadf6509e_01,3b55aa84-9fdc-4125-8d39-d8949de2a1b3_01,3be106bc-ba42-4c70-9b50-697d89db617d_01,3e97286f-8aa8-4b6a-b339-d7a8e30f60c2_01,3f10de1e-c8ce-415e-b4e1-e50901686a2f_01,40974ab3-e532-4d6e-9c98-ee640f3976d6_01,468c2ecb-a21f-49a7-91f3-63d3ef266cf8_01,4d5437b3-b6a0-4d17-a7aa-4f2b790e4532_01,5555fbdd-962f-4d79-b36c-ae3c3cc4aff4_01,594a52b0-c929-4e50-ae27-7542e32667ae_01,5a7d19f9-6be2-45ac-9ffc-11e28594eeee_01,5af7b4eb-8314-41ce-ab2b-f98054a78a8b_01,5bc1db25-3e25-44d7-99cb-e31f00cf1d58_01,5d4b9087-fa7b-47b8-9b12-adc0dd1cf17c_01,5daa9f6b-eeba-466f-992b-2bd29fa60e93_01,5f10f8e4-a6f9-4643-b210-390bc8fd32bd_01,60778da8-d99e-4e51-96a2-3e900b3978d9_01,6221496d-40cc-4071-969f-6fbcba4f573c_01,634d542b-a72f-408b-9fef-65ef6c45f882_01,644571e9-b8e6-42f3-a2e4-33bad0fac661_01,652e503a-1be8-445b-96d6-ff114f911e76_01,6bc056f2-f06e-428f-aebc-85b780d880ed_01,6dafce6c-b2a9-4b23-b9f8-b71e01616389_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_11,72756208-a5ed-47d2-8c4c-19a8d39f7b9d_01,72802851-9340-4c5f-a90b-23b7afd7577a_01,72e640f2-869f-4aef-8ebe-b127f3e7048a_01,74543fa4-ce73-46e4-9c59-224e8242b4a2_01,769880ae-34d9-405e-8ea7-33ba47cf2dd2_01,78499f63-fe28-4b99-9f0e-6002203c4596_01,7a285463-76f4-447d-bb04-336bb5ec1009_01,811f3feb-a5a9-48b1-acda-fbb23fcbcf16_01,813bb368-9389-4528-9b18-387374bc912f_01,81dac02c-6e5f-4afe-9c90-12b5a4f26594_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_11,835cbd02-4dbb-4273-9704-4b5d272493d7_01,848a5838-8a06-45a9-a3d6-e4ed47b824ab_01,856a490c-c6da-48fe-88b5-9fde0f481365_01,85947797-54b8-44fb-910b-5cd689542994_01,866de12b-e4df-4f19-b62e-e3fd85d4ec08_01,89e4905e-31bb-4125-9262-93f600aed7e5_01,8ad1c98b-5395-477e-87a8-19dff3a59c26_01,8b4383b1-a684-41ea-bfb0-c84e6f5b287d_01,8c7ccdb0-7653-4a8d-86b6-de39afc40765_01,8e00e7e7-ffaf-44f0-91a7-172671f18e08_01,8feb0e8f-d09b-437d-8651-0cdecfe776bf_01,9084b672-8e65-4b7f-a256-32fd35aa8ab5_01,92c65e5a-3f07-49d9-ab69-46a0eb86ae88_01,99d2c035-06a2-4bc3-8ff9-db875d232c93_01,9af35239-ffb9-4d4f-889e-f743da271eef_01,9c7b5e85-5579-4d0f-a7ea-b9d081ac0037_01,9d7e0672-0a9e-4dbf-a583-80f4eb086ec6_01,9df9af6b-00b0-47af-aac7-b52dac399ba5_01,a2b6246d-2b80-49c5-968b-694b4e8171dc_01,a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27_01,a424bfe7-5518-4c80-83c8-709a34320bc7_01,a46be4e1-260c-4ce9-8b0f-1326d90c697f_01,a744d4a3-f99a-46ce-9b3f-8ee8835e67ec_01,a83923fd-276c-4526-9922-5ef741f551fd_01,a8a5553c-bfe1-4d5f-aacc-5549ded3f91f_01,a8b974f4-aabf-484d-bfa2-a286b39681e0_01,a91f7a8c-e0fe-403a-9ef0-f7679b2761cc_01,acccb105-6439-4b30-a0b9-bb94c7873d4a_01,add567b7-29ef-4122-8a54-57d36f735e78_01,b1a787b6-8e94-4b1b-b063-3338c80eef78_01,b26143d3-d458-4d5c-8446-fd2f05707352_01,b2b125c7-8993-4424-b390-048ccccc9d08_01,b2c48624-a483-4b1d-9155-c0c80ed2f7a0_01,b2db7f47-540f-4bd3-81bb-d686b0225201_01,b6ba7313-8e91-4c39-8629-db3e96f4c556_01,b6e6e715-ccc5-474f-860a-a10bf1962936_01,ba902e78-752f-4248-9a59-ea08475c961b_01,bcb21cdd-2f57-4df0-bbbe-a74fa5a654d6_01,bcfe4fe9-d090-49f9-85a7-2b472e0f7453_01,bd0ddc1e-ba3b-4719-a2fa-776f0475dd8a_01,bd6877a8-06b4-4b95-bed2-15c524068f21_01,bd818ae4-b31a-4616-9303-b8aee56a848f_01,bf65c2cd-8348-488f-8485-9196ba42d17e_01,c2395f04-e248-4091-855d-802b1b871f29_01,c2ea7b58-cabd-407e-98ce-6cbf9e4d93e1_01,c3760fb2-3b8a-4251-a189-21d56fba5017_01,c3f0608b-d493-4c74-930a-d7998a48a659_01,c69dec57-7a84-481b-bcfe-61a771d0a9d1_01,c7162d11-4bdc-41cd-a964-46fc416829db_01,c8fd1040-82a2-4cda-ac49-c2f82b20cbab_01,c9632a8b-dcfe-4480-a8ad-482f55b8cfa2_01,ca8374a4-ce94-4091-aa9e-44339a7c4b22_01,cb005c69-7301-41ce-b534-c9751f1436c5_01,cbcb2141-b415-4410-8dd7-2a3cd3980a19_01,cc2a014b-fb3c-4839-a5fb-6c40e745df1b_01,cd05d121-f107-4c8e-95a8-153a84f5134a_01,ce2e0f1c-60ff-4f93-8bba-4f4d3ccac37c_01,d004a083-6dc6-4db6-96d0-88a8ca3b1b93_01,d7cb062c-898d-4452-8e87-57262162bafa_01,d846228f-67af-4b3b-9796-dbc263c2054c_01,d8bfcc67-f5c3-42cd-9fc4-bd483f896da1_01,d9121e5a-88f2-47a6-a0b1-25735c209e54_01,db1e3104-8bfd-4353-854a-c478ba1f7d07_01,ded3feb2-1079-4520-a7ca-f5b5fc73d7c5_01,e2d395f8-bf13-4fe4-8031-683b0eedd875_01,e3a80e41-2e46-4b04-86c6-fd444d616ab5_01,e5d7bbd4-4f38-4a5a-9966-f44f8a15a10e_01,e5e4aa9f-6015-4d62-a088-69920d7f2500_01,e6827400-0d95-46b0-8874-6ce9e9d5011b_01,e7503a51-6647-4cc2-80dd-645d0df4db43_01,eb75ca70-e60f-453f-820c-485390abad88_01,f1ce4b5f-55d0-4989-a5f3-6b6e591538b2_01,f2a8deb2-0e2c-4bbd-8fa1-99b7abb2f3aa_01,f49a8e1e-d247-4c76-ac3b-ad8e5d6b8d18_01,f9204a59-6877-4d06-a20e-fd7ab0859ed5_01,fb632146-92c7-40d9-acc3-6dc4a2d499be_01,fbcd7e69-533f-4b6c-9868-162139135b58_01,fd798ddf-7273-49b8-b13c-d9909c8c87ff_01,fdeeff8e-1328-42a4-aca0-a03b97421f1e_01,ff004403-8cc5-43e6-bd1c-dde4eb1e6193_01,ff427104-0727-483c-8513-243dec80db9d_01
MIMAT0022735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504114,0.0,0.0,0.0,0.0,0.266002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022736,0.0,0.0,0.0,0.459061,0.0,0.0,1.129963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.388343,0.0,0.0,0.0,0.0,0.0,0.200436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353368,0.0,0.0,0.203563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20204,0.179923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196395,0.0,0.0,0.0,0.222932,0.0,0.0,0.214406,0.0,0.0,0.0,0.568951,0.0,0.0,0.201458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29123,0.0,0.0,0.0,0.0,0.0,0.133831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209947,0.0,0.0,0.0,0.0,0.171747,0.0,0.0,0.0,0.0,0.0,0.0,0.170975,0.533772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27714,0.0,0.0,0.0,0.0,0.0,0.0,0.156896,0.0,0.0,0.0,0.0,0.0,0.711506,0.0,0.0,0.0,0.0,0.0,0.0,0.40408,0.0,0.393312,0.0,0.0,0.0,0.0,0.496239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022833,0.540805,0.156503,0.0,0.459061,0.95722,0.588,0.0,0.33579,0.0,0.0,0.0,0.0,0.169614,0.380056,1.473416,1.249545,0.35756,1.604117,0.232429,0.537348,1.248603,0.0,0.534075,0.903964,2.222354,0.280308,1.200681,0.0,1.374765,0.289698,0.626061,0.0,0.0,1.743254,0.433077,0.857625,0.0,0.0,0.675304,0.0,0.0,2.585338,0.402916,0.271287,0.604997,0.145548,0.154412,0.0,0.0,1.339884,0.126293,1.711648,0.242418,0.0,0.0,0.724919,0.0,0.0,0.0,0.786086,0.0,0.0,0.124417,0.0,0.0,0.0,0.0,0.267662,0.0,0.0,0.0,1.388343,1.357869,0.0,0.399516,1.804646,0.0,0.601307,1.144518,0.0,0.217431,0.0,0.0,9.419152,0.0,0.0,0.0,0.14507,0.0,0.529833,0.0,0.512926,0.0,0.0,0.0,0.0,0.0,0.65772,0.0,0.0,0.0,0.0,0.151797,0.0,0.0,0.420606,0.0,0.210689,1.584143,0.419987,1.084598,0.931601,0.372888,0.122099,0.706966,0.298209,0.0,0.109997,0.0,0.0,0.0,0.13857,0.0,0.167533,0.155661,0.170254,0.127638,0.532004,0.627584,0.0,0.706736,0.0,0.0,0.203563,0.711506,0.0,0.0,0.0,0.335576,0.0,0.278354,0.0,0.53977,1.573248,0.565058,1.070675,0.0,0.0,0.0,0.0,0.237702,0.0,0.0,0.0,0.0,0.4089,0.0,0.168319,0.0,0.956076,0.0,0.592722,0.0,0.0,0.0
MIMAT0022834,27.130391,18.936808,43.253294,13.77183,58.868997,17.933991,27.119104,31.340348,20.426958,9.77283,19.460408,9.503829,11.703381,23.183442,29.468338,31.655113,33.610622,39.957067,46.718263,29.822775,13.734633,6.935631,23.072068,40.226371,39.261588,16.538191,52.829982,106.056879,27.102511,41.233673,27.337987,16.80122,12.930038,42.585206,44.89564,78.90157,22.903122,7.787434,22.791496,26.171741,5.083824,126.681546,51.774683,13.564284,54.651388,23.28775,22.235289,16.813506,17.352639,21.43815,33.972793,217.949822,21.090362,19.378516,70.720401,19.814452,10.456769,24.328423,13.982128,18.604033,12.046798,29.123034,20.777689,44.89996,14.88399,20.565364,22.37572,25.829408,20.426192,31.291955,13.382666,91.630651,20.096444,48.914931,24.104177,55.342475,19.669258,23.050103,49.443181,41.569539,29.932995,14.624105,10.053629,78.492936,27.479492,13.766565,5.008523,25.169542,43.423973,20.133628,11.732506,32.314288,22.952186,14.860792,16.930166,17.24562,7.0972,27.843483,33.840986,55.854897,51.852765,28.805439,15.63509,31.170257,17.493885,41.009179,22.706089,18.751299,31.003934,23.099295,29.826447,33.304733,39.899035,35.775064,15.199758,20.278188,40.832654,16.609545,10.891767,12.11032,17.239282,9.699904,24.197452,15.07798,17.745395,24.686889,17.869273,39.235323,23.220589,5.381054,18.551794,8.72097,28.459254,33.18073,20.633669,12.097413,20.43678,12.411023,20.805715,14.934352,36.325198,21.61825,24.28965,36.184702,15.068214,15.631853,23.274216,18.88066,24.315734,4.573233,22.819449,9.625925,15.98638,19.565829,42.489827,47.841321,28.250428,40.060023,41.646661,5.736456,21.753154,11.393437,24.473439,20.158963,20.505224
MIMAT0022838,0.090134,0.313005,0.0,0.0,0.47861,0.0,0.376654,0.11193,0.0,0.232686,0.0,0.0,0.339228,0.0,0.0,0.0,0.35756,0.145829,0.232429,0.0,1.248603,0.0,0.0,0.0,0.0,0.0,0.120068,0.0,0.0,0.096566,0.0,0.0,0.0,0.498073,0.288718,0.0,0.0,0.0,0.168826,0.0,0.0,0.0,0.0,0.0,0.0,0.145548,0.308824,0.329677,0.188616,0.0,0.0,1.141098,0.080806,0.472646,0.0,0.0,0.0,0.0,0.358516,0.786086,0.317021,0.29123,0.124417,0.340151,0.0,0.138955,0.172121,0.133831,0.0,0.110183,0.0,0.0,0.814721,0.0,0.133172,0.0,0.0,0.0,0.457808,0.0,0.072477,0.0,0.0,0.0,0.0,0.0,0.0,0.145069,0.668061,0.0,0.0,0.256463,0.0,0.0,0.0,0.114971,0.0,0.0,0.0,0.33446,0.0,0.0,0.0,0.278306,0.0,1.051517,0.0,0.0,0.226306,0.0,0.0,0.0,0.0,0.0,0.353484,0.0,0.0,0.109997,0.375578,1.100938,0.957738,0.0,0.0,0.0,0.155661,0.510762,0.382913,0.133001,0.313792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503364,0.153962,0.417531,0.20204,0.179923,0.0,0.0,0.0,0.0,0.0,0.496239,0.0,0.0,0.0,0.0,0.0,0.965678,0.24534,1.027288,0.168319,0.149808,0.0,0.0,0.065858,0.0,0.0,0.471384
MIMAT0022839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145829,0.232429,0.0,0.0,0.0,0.0,0.451982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090429,0.0,0.0,0.308823,0.0,0.188616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149808,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022842,1.622416,1.565026,1.291143,4.59061,3.828879,0.294,0.753308,1.902807,1.734364,1.163432,5.560116,1.677146,3.053056,1.140169,0.491139,1.666059,1.430239,2.041602,1.859433,0.895579,0.0,0.866954,0.534075,4.519817,2.222354,0.280308,1.200681,2.815669,1.17837,1.255358,1.460809,1.072418,0.891727,0.498073,0.577436,0.428813,1.409423,2.595812,1.519433,4.551607,2.541912,0.0,1.813121,0.723429,0.201666,1.309935,0.772058,1.648383,1.697541,1.339884,0.505172,2.282198,0.40403,1.181617,1.22992,0.845739,1.742795,1.131555,10.038451,0.524058,1.902126,0.58246,0.248834,4.081815,1.452097,0.694775,0.172121,0.535324,2.836971,1.542561,4.460889,0.0,0.40736,1.577901,0.932205,3.609293,0.339125,0.801743,1.144518,2.729314,1.739448,0.0,2.36556,0.0,1.030481,4.092763,0.385271,1.08802,1.336122,0.353222,1.676072,0.34195,1.601315,1.606572,2.821694,2.184446,0.788578,0.21924,2.256066,2.341223,3.240798,0.464604,1.366173,1.948141,0.728912,1.051517,2.215228,0.702296,0.0,0.839974,1.084598,0.698701,1.864441,0.976794,0.47131,2.385669,1.914031,0.329991,0.375578,3.302815,0.957738,0.69285,1.512341,1.172731,0.933968,1.19178,1.021102,2.394019,2.196543,3.587369,1.41347,0.622926,0.569185,1.42494,2.134517,0.0,9.083014,6.769649,0.671152,1.077737,0.417531,0.606119,0.179923,2.359872,0.753411,0.214135,4.433184,1.573389,0.0,0.381103,1.069662,1.925185,1.88075,1.778712,1.931356,1.47204,2.054577,2.019833,1.348273,0.956076,0.604255,0.526864,0.0,4.479769,0.471384
MIMAT0022844,0.0,0.156503,0.322786,0.0,0.47861,0.588,0.0,0.0,0.192707,0.698059,0.0,0.559049,0.169614,0.0,0.0,0.0,0.35756,0.291657,0.232429,0.0,0.0,0.0,0.106815,0.0,0.0,0.280308,0.120068,0.0,0.0,0.096566,0.0,0.0,0.222932,0.0,0.433077,0.857625,0.352356,0.0,0.168826,0.568951,0.0,0.0,0.0,0.180857,1.008328,0.145548,0.308823,0.0,0.188616,0.0,0.631465,0.0,0.323224,0.945293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29123,0.124417,0.0,0.242016,0.0,0.172121,0.133831,0.0,0.0,0.892178,0.0,0.135787,0.0,0.133172,0.0,0.0,0.0,0.228904,1.049736,0.289908,1.218675,0.59139,3.139718,0.171747,1.116208,0.0,0.217604,0.0,0.0,0.0,0.085488,0.0,0.0,0.0,0.574854,0.0,0.65772,0.0,0.0,3.240798,0.0,0.151797,0.0,0.0,0.0,0.0,0.140459,0.0,0.0,0.0,0.2329,0.372888,0.0,0.471311,0.298209,0.0,0.329991,0.751156,0.0,0.0,0.13857,0.0,0.167533,0.155661,0.510763,0.0,0.0,0.0,0.0,0.0,0.0,0.142296,0.0,0.711506,0.0,0.0,0.0,0.83894,0.153962,0.0,0.0,0.359847,0.0,0.376706,0.214135,0.0,0.0,0.0,0.0,0.356553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151064,0.197574,0.0,0.0,0.0
MIMAT0022861,0.090134,0.626011,0.968358,0.0,0.957219,0.0,0.0,1.231229,0.192707,0.465373,0.926686,0.559049,0.508842,0.760112,0.491138,0.833029,1.07268,0.874973,0.464858,1.164253,3.745809,0.866954,1.068151,1.355945,2.963139,1.121233,2.641498,0.938556,0.39279,0.579396,1.252122,0.357473,0.0,0.249036,1.44359,1.286438,0.0,4.54267,0.168826,0.568951,1.694608,0.0,0.402916,0.361716,0.604997,0.291096,1.544117,0.0,0.754463,0.0,0.631465,0.570549,0.080806,1.41794,0.0,0.604099,2.614192,0.0,0.0,1.048115,0.0,2.038611,0.497669,0.340151,0.847056,0.27791,0.516363,1.070649,0.567394,0.330549,0.892178,0.0,0.678934,2.629835,0.266344,0.0,0.339125,1.002179,0.686712,1.679577,0.289908,2.43735,3.548339,0.0,1.545722,0.372069,2.696897,0.217604,0.668061,0.883054,0.0,0.170976,1.067544,0.401643,0.282169,0.344913,2.365733,0.21924,1.128033,2.006762,1.620399,1.238944,0.0,0.556612,2.186736,0.841213,1.107614,0.21069,0.0,1.259961,0.0,1.164501,1.491552,0.366297,0.942621,1.491044,0.63801,0.329991,1.126734,2.201877,0.0,0.13857,0.0,0.335066,1.24529,3.064579,1.531652,2.128017,2.196542,2.690527,0.0,3.114632,0.711481,1.628503,0.711506,0.0,1.135377,3.384825,1.67788,0.461886,1.252593,1.010198,1.07954,0.786624,0.565058,0.642405,5.54148,2.097852,1.984957,0.0,0.713108,0.641728,3.761502,0.0,1.448517,1.55382,1.027288,0.841597,0.149808,0.0,0.604256,0.98787,0.0,3.359826,1.414153
MIMAT0022862,0.090134,0.0,1.936715,0.918122,0.957219,0.0,0.0,0.33579,0.0,0.232686,0.926686,0.559049,1.356914,0.760112,0.245569,0.0,0.71512,0.437487,1.394574,0.268674,1.248603,0.866954,0.0,1.807927,0.0,0.560617,0.360204,0.0,0.78558,0.0,0.208687,0.357473,0.0,0.498072,1.299231,2.144064,1.761779,0.0,0.506478,0.0,0.847304,0.861779,0.201458,0.180858,0.0,0.0,0.772059,0.0,0.188616,0.0,0.252586,0.570549,0.0,1.417939,0.61496,0.24164,0.0,1.131555,0.358516,0.524058,0.0,0.87369,0.248834,0.340151,0.363024,0.0,0.0,0.401493,0.0,0.661098,8.029602,1.388343,0.40736,2.103868,0.0,3.007743,1.3565,0.400872,0.457807,0.419894,0.217431,0.0,1.77417,1.569859,1.030481,0.0,1.541084,0.217604,2.672244,0.0,0.0,0.085488,0.533772,0.0,0.282169,0.459883,1.577156,0.43848,0.0,0.0,0.0,1.393812,0.151797,1.391529,0.728912,1.472124,0.0,0.0,0.0,0.419987,0.542299,1.630301,2.237329,0.366298,0.471311,0.298209,0.63801,0.329991,0.0,0.0,0.957738,0.55428,2.016456,0.0,0.466984,1.19178,0.255276,0.133001,0.313792,0.0,0.353368,0.0,0.996074,1.017814,1.423012,1.209741,0.0,5.641374,0.167788,0.461886,0.974239,0.40408,0.359846,0.786624,0.753411,0.0,0.0,2.622315,0.496239,0.0,0.237702,0.641728,0.940375,0.0,2.414195,0.65424,0.0,0.168319,0.299616,1.912152,0.302128,0.131716,1.019727,1.119942,0.471384
