,0050d8be-1db6-4c17-8bef-3ae2eaaa63ce_01,0477055e-a57e-4bdb-89ab-2999881bdd6c_01,056386db-d338-4fc8-8bb1-249be72fd6cb_01,09f8acfc-4d80-4005-9f40-7485309997f5_01,0a312064-878f-4b69-8bb7-e7f14e6cd7fe_01,0be4fa90-0122-4b26-b35f-7b1a4a16e63b_01,1248516e-7552-4a33-a1ab-2884d551ef32_01,154c7698-c0fe-40da-b0fc-47b6385fcee1_01,15a2baae-d15e-4349-9358-74356a2d2ad0_01,173b805f-3088-43f6-a159-95fff3581fd5_01,17e2bf75-4ce6-4cd7-94a1-434c5aa36549_01,18c3debb-08ea-4ca1-ade4-d577bcee4fa2_01,23cc4cd3-87dc-4342-9072-be3695e393fa_01,262b4693-961b-4006-be4e-e6f38a1cce4a_01,29e038ba-b042-473e-a526-96d41b2830e1_01,2a654463-1d68-4c82-9549-4526aad41870_01,2b794eae-814c-4b5c-b276-be9096b94f94_01,2c2e169e-9f93-41a7-bfc4-ade18bb5d7ae_01,2f6f86f3-6d31-4a8c-b70d-2759b44bac6c_01,2fdb7682-1dce-40bf-8180-d3a5a084ecb1_01,335535a1-e3d4-41a1-bbdb-1d5afd5acfd3_01,38668ba7-213e-4f2c-85d1-c0e2a8ed0ea1_01,3afa9201-61ad-4958-925f-b93912d2841a_01,3cc2d49b-a3a6-4f55-a355-68cbe84f4056_01,3eab80e6-21bc-45dd-a7b5-411a5dad4e9a_01,3f19d238-1b55-4530-a9e2-8fda644d45a6_01,3f691bf4-9558-4454-889e-cfa7d0de96cc_01,4165391b-6122-4e87-ba91-ce935e0b3cf4_01,440421ad-5f1f-4345-86a2-fc25cb7cd453_01,49d8939c-7c23-4a6c-b71a-0c39c262c346_01,4a2f3f77-7eea-4bb1-92bd-2d595e23ab88_01,4c0cf497-abea-4ea5-a207-e26f85f3bd18_01,4d6f70aa-ef52-4f98-a929-5d511601abed_01,4db60b44-21b5-433c-9689-f6aa79b819b8_01,4fc4cba2-7212-4755-b53d-111878b2ff90_01,50072717-861c-4b60-b595-d8ea23bb1c67_01,50612721-2e12-4dc3-8e1e-87624cf9333b_01,51abe033-5fb4-49b5-89ef-c44d0bb1ab00_01,51feca45-114e-4817-99d6-1c9842cd679a_01,5324c178-1b4b-42f8-ac9e-17c5f349a289_01,55536b55-0e84-49a2-b5df-b88431965b3e_01,56c4f5e8-4e89-4ba0-984d-e17f11a401f5_01,57000a6a-b132-4c02-807f-5505ad3e1fdd_01,5b7b3e7c-3230-4675-8fdf-3e5119b02ce1_01,5f18924a-bcd6-4462-9c99-e634bddaf18e_01,5f539ac1-c4c8-46cc-98d7-8951a6ed680a_01,628ecfe9-9e29-4b51-a11e-96d4e9181d86_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_11,67ff20ba-1b56-45ae-9310-19dd74401e67_01,67ff3aa1-9d52-4dc8-8501-ecd0d37a8735_01,68d2ab61-50fc-41e8-b3ee-75c70f0f4369_01,6e98a600-252d-442f-9372-ddc7c5338ae7_01,71020ee6-3b76-4e31-b3ce-7e54ce706134_01,7459bec0-1b54-4fd7-90db-8375168e6b1a_01,748fc94f-d496-46b1-a5f4-42aa53de0f31_01,756dd9bf-bf40-4ad2-a78e-9430c2c8ea6e_01,7933b320-ae8c-4d3d-9468-8abb135e93d5_01,7a99a808-5ac7-49b3-87f6-106663eb323f_01,7aef4dcf-0a4b-4848-beab-377394456bee_01,7fc85735-1bf2-4414-973c-e18f030e5ac0_01,80606b1c-e8c8-4c3d-8475-3d846a84ca98_01,81186204-5cc8-48e3-994b-4d3cb1f59c65_01,81fdc97f-8bad-4286-9d36-9a887c6b59a1_01,82505b35-d771-4fb4-8ec4-54a2e5a8ad79_01,85d1afdf-6164-49e1-b599-71512c5acd99_01,8889f7a6-3f3d-417b-bf3e-9a2155c4786c_01,88c0af76-b1ba-478f-a42b-8a50c0568d5e_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_11,9084a558-11ea-448c-9f9d-0f90a94a29af_01,91f67f4e-b8b1-4455-83a6-4d96d04e8ca9_01,9291a2cb-98e6-43b9-8cbf-889e6da9bffa_01,9627ff18-f5ee-4b34-a823-35ebe3c00a3f_01,96e5c81e-8edb-4e6c-84fc-f127142f2835_01,9b116a89-ba1a-4b7f-bcc6-2dcd950269ec_01,9bbd057c-5a3b-4e04-8df7-c2f0c1823084_01,9cabde13-0cbb-4502-9dc1-4c9bd8a68313_01,a4f4c331-97a3-48c4-aa3e-27304c1eb611_01,a653b0bb-aacf-4b11-bb11-42e043e49bf6_01,a6885883-f1a2-48dd-8d72-0038319069a1_01,a8117654-b223-4301-9c4d-530fbc55ea72_01,abdbdba3-807e-4192-88a6-41dd6d9309ab_01,acaaed1a-2667-4c56-919b-daf5574371bb_01,acfba23a-06eb-4ff1-be60-0452a13a4978_01,add338c1-8b31-4378-9a44-19bf646c972b_01,aea15ea1-38c2-4d0e-824d-e3495271b05d_01,afc984dc-588c-4277-88aa-5d82dd8bd40c_01,b1774c5c-7a6f-4bf6-8539-15a35f1457e6_01,b1fa64a6-f86b-43b6-a488-54fe6fe85e9c_01,b2cab6ab-3b4a-408c-a331-9353dbc4fc0d_01,b39f3099-62b0-41c1-85a2-61989cee0b60_01,b7e1a4f5-9173-41c2-8079-c5ce59c8d190_01,b8348adb-17dd-4849-bd4f-c2e7e15db1f4_01,b9d753e0-6caf-4569-88d1-af4b76b255a9_01,bab3ce0b-d318-4791-aa17-d815ea23b62d_01,bb9bb553-f304-4d14-a655-5c3bf4720a9b_01,bd06627d-1e86-4212-b53b-082686abee7e_01,bfe41ba3-2bcf-4760-ae65-cd417e22393f_01,c1f7e0cd-24b0-4c45-8e60-1ff669a692ab_01,c7ff8f16-9b89-4efb-8c06-b866a8b26d7a_01,cd458290-f27b-479c-9b78-0af23e7f63d9_01,ce6eee0d-6f27-4516-95a4-b1b604de9776_01,cffd89d3-0d36-4b30-a676-e9d66e2c764b_01,d04d927b-bb66-435f-bb8f-dd71145c5eec_01,d2385e2f-82e3-4ac3-bde2-0bf2daa46860_01,d3189c8e-ffe0-41ff-9c7b-64da4c83b991_01,d3bf7bb0-086b-4aab-8048-abc0d91948ad_01,d542aa45-86cf-462e-abbe-76a3354e707e_01,d6b1516a-8271-4071-8c56-d4538de63892_01,d8e19e8a-7442-4b6b-8f4a-d02dca5c9894_01,d9816402-1073-4b19-ba16-1c7e7c00fbb3_01,dd240b82-b1d6-4c0f-aa3e-6fcfe1364ec1_01,e0df61c1-c93a-419a-b99c-1e97e0cabed1_01,e464f16e-151c-4754-a8ff-e35b31d4c76f_01,e687f26d-f092-4116-9f9f-a2a2b9fc9b0d_01,eddb3067-a0e5-461f-a8b8-95081ec67de0_01,eeaa0fa3-408c-4e0f-a18a-095514173ff1_01,f4ee567b-ea34-4bd0-96c9-398e2045d5fd_01,f6051ac0-3d70-4cbb-8c1c-99c9efeacb0f_01,faa4ad8d-97c1-41b3-bb5f-534e8f6d6aef_01,fac44b50-aa8c-498e-88af-4eb5c2f5f67a_01,fbc5debd-f117-4ade-81b0-45d49fdd50a1_01,fc9b7bf7-e649-4163-ad5a-b741785d3b79_01,fd15ff57-f121-40ea-a3b9-b66cbf34c1e0_01,ff0e9d4a-2b62-4a15-b71a-2887d8747ae6_01
MIMAT0026473,0.150743,0.0,0.142751,0.0,0.0,0.0,0.0,0.0,0.0,0.135664,0.140705,0.172473,0.0,0.170244,0.0,0.0,0.0,0.0,0.580538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232129,0.0,0.314834,0.0,0.0,0.284896,0.316194,0.173002,0.0,0.0,0.0,0.0,0.0,0.239221,0.095104,0.176781,0.0,0.097548,0.0,0.0,0.399976,0.0,0.0,0.0,0.256786,0.0,0.0,0.189878,0.0,0.175003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099696,0.0,0.149042,0.0,0.0,0.177992,0.0,0.0,0.0,0.245296,0.0,0.0,0.0,0.0,0.0,0.187815,0.161563,0.0,0.0,0.349915,0.0,0.0,0.211174,0.124581,0.0,0.0,0.141294,0.0,0.168421,0.121306,0.0,0.172982,0.0,0.142479,0.0,0.0,0.0,0.495016,0.0,0.532049,0.0,0.0,0.0,0.0,0.0,0.0,0.369818,0.0,0.0,0.0,0.0,0.156601,0.0,0.0,0.0,0.0,0.198716,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0026474,0.0,0.0,0.0,0.384012,0.0,0.0,0.0,0.0,0.0,0.0,0.28141,0.172473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149507,0.0,0.0,0.0,0.0,0.236411,0.178184,0.284896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128393,0.0,0.0,0.379756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170667,0.0,0.172355,0.0,0.0,0.0,0.0,0.0,0.0,0.20028,0.0,0.0,0.101271,0.0,0.0,0.0,0.187815,0.0,0.0,0.196586,0.69983,0.0,0.0,0.211174,0.0,0.115696,0.175456,0.0,0.0,0.0,0.121306,0.411239,0.0,0.0,0.712395,0.0,0.236603,0.0,0.371262,0.0,0.319229,0.0,0.0,0.899165,0.492558,0.71674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637188,0.0,0.0
MIMAT0026475,0.452229,0.558549,1.427511,0.0,2.066189,0.621312,1.363396,0.251434,0.0,3.527269,0.0,0.344946,0.147025,0.170244,0.514842,0.422606,0.535715,0.189444,3.870256,0.329037,3.336822,0.337498,0.312084,0.870592,0.598029,0.800527,1.392774,0.462269,2.203837,0.236411,0.178184,0.0,1.580967,1.03801,0.995263,0.815402,0.607949,2.801662,0.130102,0.0,0.190208,1.414246,0.52094,1.950954,3.133768,0.799301,0.199988,0.411176,0.260922,0.701259,0.0,2.064912,0.47244,0.0,0.913146,0.175003,0.31692,0.617142,3.202541,0.592104,0.43738,0.975257,0.512001,0.0,0.34471,0.447126,0.580604,0.77975,1.423934,0.404273,5.818909,0.60084,0.0,0.975059,0.0,0.0,0.0,1.0563,0.0,0.323126,1.833461,0.0,0.0,1.035289,0.189056,0.0,0.0,0.347089,0.0,0.141294,0.892246,0.336842,0.121306,0.685399,0.0,0.834198,0.569916,0.0,0.591508,0.463368,0.61877,0.0,0.744868,1.122488,0.473183,0.224791,0.328372,0.35837,0.98636,0.924547,0.493972,0.262242,2.074671,1.030534,1.252808,0.186017,1.853581,1.520401,0.150926,0.198716,0.0,0.169069,0.90399,0.477891,2.429173,1.01052
MIMAT0026476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422606,0.0,0.0,0.0,0.0,0.185379,0.168749,0.0,0.0,0.0,0.0,0.0,0.231135,0.0,0.0,0.0,0.0,0.158097,0.0,0.0,0.0,0.075994,0.186777,0.0,0.0,0.095104,0.0,0.0,0.0,0.156688,0.15986,0.0,0.205588,0.0,0.175315,0.256786,0.187719,0.0,0.0,0.0,0.0,0.0,0.123428,0.0,0.0,0.087476,0.0,0.0,0.0,0.0,0.0,0.0,0.097469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13708,0.0,0.0,0.0,0.0,0.118302,0.0,0.0,0.242533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596147,0.0,0.0,0.150665,0.0,0.242917,0.0
MIMAT0026477,8.893842,3.770208,6.709304,5.952192,5.739414,5.902461,3.718356,5.908683,5.214675,3.93426,2.532687,5.69162,8.233398,6.639533,5.320045,5.212141,5.892865,11.745521,6.579434,2.138738,11.864256,1.518744,7.802082,8.270628,3.139652,8.005272,18.338202,9.938793,5.667008,5.673856,3.029121,12.820312,10.434374,10.207094,8.957365,3.533407,8.359289,1.680997,2.081629,10.286485,2.282493,14.142459,7.29316,5.365122,2.663703,2.877488,3.79977,10.690579,6.001223,9.642318,2.439465,2.815789,2.992115,6.076102,11.505649,5.950114,6.496843,7.282269,14.848148,7.401297,2.536801,3.901027,6.485354,4.68572,7.583606,4.918381,4.296464,3.606346,10.323525,14.755956,7.204364,10.013979,5.273881,2.600157,2.025421,3.419606,8.096557,2.304656,7.136953,9.693762,5.614973,10.222455,4.198978,7.542817,9.45279,7.813435,3.363675,6.363291,4.035488,5.227861,13.383691,9.599999,2.183511,11.925924,7.092259,1.019575,8.833701,7.07562,4.377161,6.023788,4.455139,6.790916,6.810213,4.489954,7.097742,8.317279,5.253952,4.300438,7.562095,8.505834,7.409585,15.472301,11.583576,6.1832,0.783005,4.464406,23.037363,25.62962,3.77315,2.980733,8.473009,6.424639,8.286581,7.168368,7.53044,3.233667
MIMAT0026478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125717,0.237031,0.0,0.140705,0.0,0.0,0.0,0.85807,0.140869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231135,0.0,0.0,0.178184,0.0,0.47429,0.0,0.0,0.2718,0.075994,0.0,0.0,0.0,0.0,0.0,0.173647,0.0,0.0,0.31972,0.0,0.0,1.17415,0.0,0.0,0.0,0.0,0.0,0.0,0.350007,0.0,0.0,0.0,0.0,0.0,0.0,0.170667,0.099696,0.0,0.149042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096027,0.37563,0.161563,0.114591,0.0,0.0,0.0,0.189056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187081,0.0,0.0,0.0,0.0,0.164393,0.369818,0.0,0.0,0.0,0.0,0.0,0.186017,0.0,0.2172,0.603704,0.397431,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0026479,1.205944,0.279275,0.856506,0.768024,0.229577,1.55328,2.231012,0.0,1.422184,1.62797,0.84423,1.034839,0.735125,0.851221,0.343228,1.972162,0.535715,0.757776,1.935129,0.0,0.185379,0.843747,0.624167,0.652944,1.046551,0.533685,0.0,0.231135,0.0,0.472821,1.069102,0.569792,0.316194,1.03801,0.199053,0.407701,0.379969,2.614884,0.780612,0.717663,0.665728,0.707123,0.347294,0.292643,3.447145,0.0,0.399976,0.616764,2.478766,1.402519,0.770358,1.501754,0.15748,0.569634,1.278405,0.175003,1.267677,0.617141,0.0,0.592104,0.612331,2.058876,0.682668,1.096657,0.861773,1.639461,0.696725,0.779751,0.355984,0.404272,0.831273,0.801119,1.103834,1.625098,1.113982,2.33973,0.197477,1.824519,0.751258,1.615628,3.666921,0.393172,0.69983,0.887389,0.189056,1.267044,1.868709,1.272658,0.87728,0.706468,0.297415,0.505263,0.485225,3.015751,0.172982,0.556133,1.852227,0.196545,0.354905,0.231684,0.495016,0.242533,0.425638,1.683732,1.419548,0.674374,0.985116,1.07511,0.328786,0.739637,0.0,0.0,0.345778,0.0,0.313202,0.558051,1.588783,0.4344,0.75463,0.993578,0.229,1.014417,0.150665,1.115079,1.457504,1.010521
MIMAT0026480,15.828025,16.337567,18.985901,15.552502,6.657719,14.290168,45.363936,27.657663,11.851532,13.02376,13.789067,28.803045,19.26027,28.771315,12.527846,12.537313,7.678581,28.037695,25.737202,9.213028,69.887886,51.974781,29.959994,15.017721,9.867481,14.676331,25.998463,16.410566,2.203837,34.043133,22.629317,34.187499,21.65923,28.37226,13.336521,8.969418,15.654668,29.510839,12.359674,36.361523,9.890802,17.678074,25.178765,9.65722,11.438256,11.190231,10.599358,13.774399,5.7403,38.56927,21.570006,22.714034,13.228296,24.874044,16.071383,22.050423,8.398359,23.204522,44.544441,21.019683,6.910594,11.811441,26.624082,7.477212,14.477794,10.134846,25.894904,4.775971,11.213484,32.139684,8.866909,21.830476,15.944297,5.362823,11.949989,10.078838,26.461917,7.009996,28.735627,25.203783,8.250573,14.94051,10.147531,12.571365,19.283691,9.291653,69.017601,11.453922,8.070975,13.281593,12.491445,21.726316,11.888007,13.982118,44.283372,13.625242,11.255844,6.68253,10.765451,9.035682,48.511514,37.350039,158.443851,97.469405,9.463656,11.913941,20.194879,5.196362,15.124191,39.385709,31.367241,18.881452,24.204489,27.206084,11.901684,26.600415,34.423645,24.109219,9.810191,25.833021,41.22004,21.471817,13.258529,9.717122,5.830019,3.435771
MIMAT0026481,1.808917,0.558549,1.713013,3.264106,0.459153,10.872954,0.371836,2.765767,4.02952,1.627971,5.346781,12.935499,7.792323,0.680977,0.171614,25.919839,0.535716,2.083883,2.902692,4.277477,0.0,8.099966,3.588959,2.394129,9.119945,3.068687,0.0,0.0,0.314834,0.0,4.276407,4.558333,0.0,4.844044,0.0,1.087202,0.151987,2.428106,7.025499,2.631427,7.513206,4.242737,0.0,2.341144,8.461174,0.15986,2.999819,5.550877,0.652307,0.35063,8.730716,0.187719,5.354311,5.126712,3.104699,11.725225,18.064394,3.949705,0.0,0.148026,0.787284,0.0,8.021358,0.398784,10.68599,0.894251,0.116121,2.534189,0.0,1.212818,0.0,7.610624,5.396532,6.987921,6.177537,11.158714,7.701603,2.976846,1.878145,3.231254,0.114591,5.89757,6.998297,6.063834,1.701502,5.068175,3.239094,5.322025,1.228192,4.945274,1.189661,8.589474,10.068414,1.507876,2.767711,4.449058,0.0,0.39309,10.883753,1.158421,2.351323,3.880524,3.085877,1.683732,9.936839,6.74374,3.447906,13.259684,1.643934,3.513279,4.198764,1.573454,0.0,0.412213,8.613061,2.046186,0.0,1.520401,3.320372,0.993578,5.954006,8.79161,1.506651,4.141724,0.0,0.404208
MIMAT0026482,0.301486,0.139637,1.28476,0.960031,0.229577,0.77664,0.0,0.880017,0.474061,0.678321,0.56282,0.172473,0.441075,0.340489,0.686457,0.422606,0.714286,0.0,0.387026,0.164518,0.185379,0.506248,0.0,0.217648,0.747536,0.266842,0.232129,0.924539,0.0,1.418464,0.890918,0.854688,0.158097,0.0,0.398106,0.1359,0.0,0.0,0.390305,0.956883,0.665727,0.707123,0.347293,0.097548,0.0,0.15986,0.399976,0.205588,0.260923,0.35063,1.027143,0.0,0.472439,1.708903,0.547888,0.700013,0.475379,0.0,0.0,0.148026,0.43738,0.108362,1.19467,0.49848,0.34471,0.149042,0.232241,0.0,0.0,0.202136,0.554182,1.401958,0.122648,1.137569,0.911439,2.33973,0.394954,0.672191,1.314702,0.323126,0.114591,0.393172,0.69983,0.147898,0.189056,1.05587,0.996645,0.462785,0.87728,0.565174,0.892246,0.842105,0.121306,0.27416,0.345964,0.278066,0.997353,0.196545,1.537923,0.463368,2.351325,1.212664,0.744868,0.374162,1.104094,0.674374,0.656744,1.254295,0.164393,0.739638,0.740958,2.622423,1.901781,0.0,0.626404,0.930085,0.0,0.2172,0.603704,0.397432,0.916001,0.338139,0.30133,1.433673,0.242917,0.404208
MIMAT0026483,5.276008,1.256736,0.428253,6.336204,0.918306,8.543036,0.619726,4.902951,6.399828,7.325865,9.286515,18.627119,9.703649,1.361954,1.2013,36.766727,1.07143,10.419414,7.546998,2.632294,0.0,15.862433,8.114165,9.794165,14.352698,6.537639,0.232129,0.231135,2.203837,0.472821,3.741856,2.564062,0.316194,17.300157,0.398105,3.669308,0.227982,9.52565,12.09947,3.827529,6.467063,10.253282,0.520941,3.31662,29.300736,0.15986,3.79977,7.195581,3.91384,0.525945,11.298575,0.0,10.708621,11.392692,12.601424,12.775246,12.993687,9.627407,0.0,0.444078,7.435451,0.758533,11.434702,1.395746,11.892474,3.726047,0.812845,22.710229,0.355984,3.234181,1.939636,19.427122,9.566578,8.125491,9.013127,8.639005,9.676373,7.009996,7.324768,11.794077,1.260504,9.239525,19.945148,18.783096,17.771245,8.02461,9.717281,7.751644,1.403648,8.618907,2.676737,18.021053,20.379442,7.539376,6.400332,4.541747,0.569916,0.78618,19.638076,3.243578,1.361292,6.790916,8.299948,2.619139,14.826395,7.642905,6.895812,12.72213,2.137113,13.868207,4.939722,3.933635,0.0,0.412214,12.997892,4.278388,1.323986,9.122406,7.093522,2.782018,19.236019,6.593707,4.670618,5.575397,0.242917,1.010521
MIMAT0026484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193513,0.164518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303974,0.0,0.0,0.0,0.095104,0.0,0.0,0.0,0.0,0.0,0.0,0.411176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179979,0.197477,0.0,0.187815,0.0,0.0,0.196586,0.0,0.0,0.0,0.0,0.0,0.231392,0.350912,0.0,0.0,0.0,0.606531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242533,0.212819,1.309569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0026485,3.467091,0.0,0.0,0.384012,0.0,4.50451,0.0,0.502867,0.237031,0.0,4.502553,1.897207,2.205375,0.0,0.171614,0.0,0.0,0.0,0.0,2.467776,0.0,3.543736,0.0,0.217648,1.046551,0.0,0.0,0.0,0.0,0.0,1.069102,0.0,0.0,0.173002,0.0,0.0,0.075994,0.0,1.43112,0.717663,0.570623,0.0,0.0,0.0,0.0,0.0,0.399976,0.616764,0.130461,0.0,3.209822,0.0,1.259837,1.329148,0.0,3.500067,2.059976,0.0,0.0,0.0,0.349904,0.108362,2.560009,4.984808,1.034128,0.0,0.0,0.0,0.177992,0.0,0.0,0.600839,1.839727,0.16251,2.025422,1.619813,0.0,0.096027,0.0,0.0,0.0,0.786342,0.0,0.0,0.0,1.478218,3.861996,1.272658,1.052736,0.141294,0.0,4.378947,4.003105,0.0,0.172982,1.853775,0.0,0.0,5.086971,0.231684,0.0,0.727598,1.596144,1.49665,0.0,0.674374,1.64186,2.150219,0.0,0.924547,1.728903,0.0,0.0,0.0,2.975421,0.186017,0.0,0.2172,2.716668,0.0,0.916,1.014417,0.30133,2.389456,0.0,0.0
MIMAT0026486,0.0,0.139637,0.0,0.384012,0.229577,0.310656,0.0,0.0,0.0,0.0,0.28141,0.0,0.0,0.0,0.0,0.281738,0.0,0.0,0.193513,0.0,0.0,0.0,0.156042,0.0,0.149507,0.0,0.0,0.0,0.314834,0.0,0.0,0.0,0.0,0.173002,0.0,0.1359,0.0,0.373554,0.0,0.239221,0.285312,0.0,0.0,0.0,0.156688,0.0,0.0,0.0,0.0,0.35063,0.0,0.0,0.0,0.189878,0.182629,0.175003,0.0,0.0,0.0,0.148026,0.0,0.0,0.170667,0.398784,0.172355,0.149042,0.116121,0.0,0.0,0.202136,0.277091,0.0,0.122648,0.0,0.0,0.539938,0.197477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189056,0.0,0.124581,0.0,0.175456,0.141294,0.0,0.168421,0.0,0.27416,0.172982,0.278066,0.0,0.0,0.0,0.463368,0.0,0.0,0.0,0.0,0.157728,0.0,0.164186,0.537555,0.0,0.0,0.246986,0.0,0.0,0.0,0.313202,0.0,0.264797,0.4344,0.0,0.397432,0.0,0.169069,0.0,0.318594,0.0,0.0
MIMAT0026554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125717,0.474061,0.271328,0.140705,0.0,0.0,0.0,0.0,1.549555,0.0,0.189444,0.0,0.0,0.0,0.0,0.156042,0.652944,0.0,0.266842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173002,0.0,0.0,0.0,0.186777,0.260204,0.0,0.0,0.176781,0.0,0.097548,1.096818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314959,0.0,0.182629,0.175003,0.0,0.617142,0.0,0.0,0.0,0.108362,0.170667,0.0,0.0,0.0,0.0,1.072156,0.0,0.0,0.0,0.20028,0.122648,0.0,0.303813,0.359959,0.0,0.096027,0.375629,0.484688,0.0,0.196586,0.349915,0.443695,1.134335,0.211174,0.498322,0.0,0.0,0.0,0.0,0.336842,0.0,0.27416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157728,0.0,0.0,0.179185,0.0,0.369819,0.246986,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0,0.169069,0.753325,0.0,0.0,0.0
MIMAT0026555,0.0,0.0,0.142751,0.0,0.229577,0.465984,0.0,0.0,0.237031,0.67832,0.140705,0.172473,0.441075,0.0,0.0,1.126949,0.0,0.189444,0.193513,0.0,0.0,0.337498,0.312084,0.0,0.149507,0.133421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346003,0.0,0.0,0.0,0.373554,0.390306,0.239221,0.190208,0.530343,0.0,0.097548,0.313376,0.0,0.0,0.205588,0.0,0.0,0.256786,0.0,0.31496,0.0,0.547887,0.350007,0.15846,0.370284,0.0,0.0,0.174952,0.0,0.170667,0.0,0.34471,0.149042,0.0,0.292407,0.0,0.202136,0.0,0.400559,0.245297,0.16251,0.405084,0.179979,0.0,0.096027,0.187815,0.0,0.114591,0.0,0.349915,0.147898,0.189056,0.211174,0.0,0.0,0.0,0.423881,0.297415,0.336842,0.485224,0.13708,0.345964,0.092689,0.0,0.0,0.473207,0.0,0.123754,0.0,0.10641,0.0,0.315456,0.224791,0.0,0.0,0.0,0.184909,0.0,0.0,0.0,0.0,0.313202,0.0,0.0,0.0,0.0,0.0,0.458,0.0,0.0,0.159297,0.0,0.0
MIMAT0026557,0.150743,0.139637,0.285502,3.840123,0.229577,0.465984,0.24789,4.022934,5.451705,8.818171,6.331715,13.970338,0.735125,0.170244,1.372915,38.598019,0.714287,2.083883,1.161078,1.97422,0.370758,1.181246,19.03708,11.970647,1.345567,1.200791,0.232129,0.0,0.944502,0.0,0.178184,3.703646,0.158097,14.359131,0.0,0.543601,0.835929,35.114162,9.627536,0.239221,8.369139,2.651711,0.173647,0.585286,3.447145,0.15986,4.399732,0.205588,1.043691,1.227205,3.723393,0.0,0.787398,0.759512,0.913146,8.050153,6.179924,3.332564,0.0,0.148026,2.186897,0.975257,1.024002,1.395745,12.754247,0.0,1.161206,5.555721,0.0,2.021364,1.385455,2.002797,1.103836,2.925177,6.582621,5.399378,6.121787,9.986844,0.751259,3.069692,0.114591,9.239526,10.497446,6.50753,4.726395,0.844696,1.868708,3.933669,0.175456,5.369154,0.59483,7.747368,1.455675,1.096638,3.978585,3.800238,0.712395,4.71708,14.551104,0.231684,0.371262,4.365589,8.619175,0.374163,14.668665,4.495826,4.10465,6.988211,0.657573,21.634404,3.457805,3.409151,0.0,0.824427,7.830055,1.86017,0.264797,1.303201,5.735188,4.769173,24.274022,0.845347,0.60266,1.433673,1.700422,2.42525
