,014d4b17-d683-438b-9287-33fcec82bf5a_01,01b18f83-da8a-4d3f-b722-f00fe7559c60_01,029cc59c-60df-4411-a044-3a2eeee7b110_01,15d19ccc-52b8-41f6-b1c1-2cc55691aed5_01,1a2ce30c-5891-4bf6-8c97-6d1f34d4fe48_01,1d00217f-28df-4d91-aeb9-0d9a83a907e6_01,1dbd7b0e-9234-47d9-bdca-5b17f5af619b_01,2112a42a-9b85-475a-a31b-4ce7751cdeb9_01,22e7816d-4be9-4f84-b487-baa6ca35452d_01,2bf47a88-df0a-4102-af2e-998c3d252b9c_01,31771082-c094-4749-a9c7-80b67762f4d1_01,339490ef-6cf5-4d05-81b1-5e339e95f678_01,367869f9-bbe7-4e57-a16f-f2b63f2de697_01,39af6e0f-908c-4b2b-97b8-a4d1966e47e1_01,39e494bc-7710-4f9f-98b0-0f509f7aef1a_01,3a161c85-2544-4283-a10d-e332c9dd1692_01,3eb7aded-8887-4c27-a464-1b50ec090133_01,411ddf79-fe92-44ad-8d10-eeb703f11be7_01,418152bd-7d33-4f0a-b890-2356b30d6f44_01,4464418c-ec35-4826-b3d5-152ac2a27a04_01,4480d290-5e8a-4289-8e3c-de087e0de412_01,4498044c-1607-403e-867e-befd7fad275a_01,4b9fd822-17aa-4a22-8e17-175a72931d5d_01,4e531546-56f1-4165-94a2-ee45abd5e0f7_01,5019e7f1-db46-4a07-9e7b-b6e5d1481b84_01,5383fb57-69c2-4b34-af7f-c67208efb2b5_01,56ed4ea2-18ce-48d4-bf72-9ffabe576ca9_01,5e54122f-1c4d-45cc-8842-cd1c1df0eed8_01,60d7b6cf-d605-4837-9061-612f6bbb7393_01,6103e640-8b62-4e39-908b-b62a0debeb0e_01,64422cc5-5e5b-4ef9-a9e2-214cebf8dfbc_01,64bd88bd-1d5a-4569-9f46-f668d448c336_01,6be5176c-4980-4663-adff-d04f05737da0_01,711eb720-4cb7-48de-9350-5c729bf9f0da_01,7289bc25-2551-4c6d-b2fa-c7e13859b9b3_01,73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1_01,743fc661-9ba2-4fa8-966e-508fb4b965e0_01,78039723-94a9-4903-8bb4-c00852e8e889_01,7f1e74d4-8789-4954-8a63-b0ca5f0373c3_01,892e7630-b11e-47bd-987c-327d33258e11_01,8de236f1-c029-44df-a2a9-319145488baa_01,8e6d3005-445a-4b7f-95ec-a988a121c628_01,92fca97d-6123-46a7-9c34-7a6f877fe612_01,94f3d9b0-0ee4-4f6a-a8ff-ce7a4d8fab76_01,9752c320-79eb-49ea-aa1f-d7a79bead901_01,995fcbf5-90aa-4d4a-b57b-46a7129209e0_01,99d1bfcc-1989-4dd2-a5e9-78e08f6ce7cf_01,9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e_01,9dc5cc23-c903-4fe2-8354-64f8316ff0d4_01,9e35ef82-55b0-460b-8ab9-8cd708efa3b1_01,9f57834a-4dc4-45ed-97de-ed4da9d0598d_01,a08e4c1d-5d92-43ec-b0b9-87b2286d685e_01,a18d3ba3-e2f4-4144-9c25-2019cad193f4_01,a6ff0b7a-1d04-4a64-af43-5011a4487cb2_01,a83802da-0219-4cf1-9560-16295363491d_01,a9f956a0-660f-4185-a843-d9911d2484de_01,a9fe64a9-6d22-4e9f-96f3-f16af7d298f8_01,af04ca52-8b71-497e-8135-6ddfca9ab221_01,b224e42d-8b6d-4578-963c-bf528b954900_01,b26cb5f2-4ff0-4476-8d02-7256ace7d8a3_01,b533e555-90cf-4657-80c6-15b67da8ad26_01,b5c516ba-4785-41dc-bd07-b129d47808dd_01,bbf07e1f-8c17-4c2e-89ed-38332d82e455_01,bcb87378-9f43-45e4-bdf2-f6dfa6ac5b8c_01,c510a423-6ab1-431e-9248-d2ac91fdedba_01,c9bfc2a7-0914-4080-a0a3-1c6a4e58e1ab_01,cba920f4-c57f-47bc-958d-9b7872df01c8_01,d8e15178-d8c5-4e4e-895c-57ffe5bc80c2_01,d9ccba9b-6bf0-44d9-8097-a97ab747f0bd_01,da6f0ed2-a6d5-4d87-823e-122ebd59aaba_01,df291bbf-fc62-4c40-9582-289ac78225fd_01,df685f8c-645a-47ae-a471-63bf1973a0ae_01,df941bc1-6356-4f2e-a3f5-ae190266b441_01,e00ce846-9a0e-48b5-be9f-84d443a0f78a_01,e21d8018-8fe9-4c92-8b36-28d7d3f7df2b_01,ebdabfcb-1c68-4ca1-8b7f-3ea9cdac3a6a_01,edbf6720-467e-4928-b1cb-0e7336358d18_01,eeab0529-31e6-4edb-bd2c-a21f2a169381_01,f78d8541-b317-4c8a-aa66-f172a8eaf14f_01,fa9089fa-9af9-4932-8ab7-0e7f2fd6b121_01
MIMAT0019058,1.834259,1.539716,1.623088,1.380718,1.26819,0.424192,0.390022,2.062725,0.391338,0.357252,0.62416,0.1974,3.170505,0.180967,1.309344,0.547902,0.738508,0.0,0.215603,1.42557,2.243084,0.773664,0.808405,0.0,0.336923,0.0,0.63609,0.0,0.232315,0.0,0.513024,0.984291,0.4403,0.475976,1.546269,0.564582,1.438649,1.324598,2.699251,1.203442,0.468606,3.636578,0.664124,0.500852,0.994566,0.728481,0.196056,0.919402,0.980519,1.011291,0.391005,1.551444,0.776494,1.109196,0.0,1.402326,2.075463,0.0,1.7154,0.0,0.806324,0.155079,1.103368,0.307916,0.683427,0.380853,0.527619,0.183611,0.170295,0.209356,1.633992,0.868476,0.296005,0.515578,0.142317,3.303601,0.90003,0.762164,0.200525,0.2827
MIMAT0019059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361933,0.0,0.0,0.0,0.0,0.215603,0.0,0.0,0.0,0.161681,0.0,0.0,0.0,0.0,0.0,0.46463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.209486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.993745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019060,0.0,0.384929,0.0,0.0,0.14091,0.0,0.195011,0.412545,0.0,0.119084,0.312081,0.0,0.0,0.0,0.0,0.091317,0.0,0.409456,0.0,0.0,0.0,0.0,0.646724,0.599788,0.0,0.809829,0.318045,0.851946,0.46463,0.385288,0.0,0.0,0.0,0.0,0.309254,0.094097,0.575459,0.0,0.0,0.240688,0.0,0.0,0.332062,0.0,0.331522,0.0,0.196056,0.131343,0.0,0.252823,0.0,0.258574,0.0,0.123244,0.0,0.280465,0.0,0.0,0.643275,0.429552,0.403162,0.465237,0.275842,0.307916,0.455618,0.0,0.0,0.0,0.170295,0.0,0.0,0.651357,0.0,0.0,0.142317,0.66072,0.0,0.381082,0.0,0.11308
MIMAT0019061,0.917129,0.0,0.23187,0.0,0.14091,0.212096,0.390022,0.412545,0.0,0.119084,0.520134,0.3948,0.792626,0.0,0.0,0.091317,0.0,0.204728,0.0,0.712786,0.0,0.0,0.323362,0.899682,0.0,0.202457,0.318045,0.0,0.232315,0.385288,0.0,0.0,0.0,0.0,0.0,0.0,1.726377,0.496724,0.299917,0.240688,0.0,0.0,0.0,0.250426,0.331522,0.728482,0.392113,0.131343,0.140074,0.252823,0.0,0.129287,0.0,0.123244,0.161883,0.0,0.0,0.768928,0.42885,0.0,0.0,0.0,0.0,0.0,0.0,0.126951,0.52762,0.0,0.170295,0.0,1.633992,0.0,0.296005,0.0,0.284634,0.0,0.0,0.0,0.0,0.16962
MIMAT0019062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019063,0.0,0.0,0.0,0.0,0.0,0.0,0.195011,0.0,0.0,0.119084,0.0,0.1974,0.0,0.0,0.0,0.182634,0.184627,0.0,0.215603,0.0,0.0,0.0,0.161681,0.0,0.0,0.0,0.0,0.283982,0.46463,0.192644,0.0,0.0,0.0,0.0,0.0,0.0,0.575459,0.331149,0.0,0.0,0.0,0.279737,0.0,0.250426,0.0,0.0,0.0,0.0,0.0,0.252823,0.0,0.129287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155079,0.0,0.0,0.0,0.253902,0.0,0.0,0.340589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200525,0.0
MIMAT0019064,0.0,0.0,0.23187,0.0,0.0,0.0,0.0,0.0,0.0,0.119084,0.0,0.1974,0.0,0.0,0.0,0.091317,0.0,0.0,0.215603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234303,0.83921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129287,0.388247,0.0,0.0,0.0,0.0,0.0,0.214425,0.0,0.0,0.0,0.0,0.0,0.455618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019068,0.0,0.0,0.0,0.0,0.0,0.0,0.195011,0.0,0.0,0.119084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204728,0.0,0.0,0.640881,0.0,0.0,0.0,0.0,0.0,0.0,0.283982,0.0,0.192644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142317,0.0,0.0,0.0,0.0,0.0
MIMAT0019069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11308
MIMAT0019071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019072,0.0,0.0,0.0,1.380718,0.28182,0.0,0.195011,0.412545,0.0,0.119084,0.0,0.5922,0.0,0.0,0.0,0.091317,0.0,0.0,0.215603,0.0,0.0,0.386832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196858,0.0,0.237988,0.0,0.0,0.28773,0.0,0.89975,1.203441,0.0,0.0,0.332062,0.751278,0.0,0.0,0.0,0.919404,0.140074,0.0,0.0,0.0,0.0,0.0,0.161883,0.0,0.0,0.0,0.0,0.214776,0.0,0.155079,0.0,0.0,0.227809,0.0,0.0,0.367222,0.0,0.0,0.0,0.0,0.0,0.193342,0.142317,1.651801,0.0,0.0,0.0,0.0
MIMAT0019074,0.917129,0.0,0.0,0.276144,0.0,0.636287,0.0,1.237634,0.391338,0.0,0.104027,0.0,0.528418,0.361933,0.0,0.27395,1.29239,0.0,1.94043,0.356393,0.0,1.547328,1.293449,0.0,0.0,2.22703,0.63609,0.283982,0.232315,1.348507,0.513025,0.196858,0.440299,1.665914,0.618507,0.470485,0.28773,0.331149,0.0,0.481376,0.0,0.0,0.0,0.250426,0.165761,0.0,0.392112,0.262687,0.840446,0.0,0.0,0.129287,0.388247,0.246488,0.323766,0.56093,0.691821,0.768928,0.0,0.644329,0.0,0.0,0.0,0.0,0.683427,0.761706,0.26381,0.0,0.510884,0.104678,1.089328,0.434238,0.0,0.128894,0.0,0.33036,0.180006,0.571623,2.807352,0.282701
MIMAT0019078,0.0,0.0,0.0,0.0,0.14091,0.636287,0.0,0.0,0.0,0.119084,0.104027,0.0,0.0,0.0,0.0,0.091317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202457,0.0,0.0,0.0,0.192644,0.0,0.0,0.0,0.0,0.0,0.094097,0.28773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246488,0.0,0.0,0.0,0.0,0.0,0.214776,0.0,0.310159,0.0,0.0,0.0,0.380853,0.52762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426951,0.0,0.0,0.381082,0.0,0.5654
MIMAT0019081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209356,0.0,0.0,0.0,0.0,0.142317,0.0,0.0,0.0,0.0,0.05654
MIMAT0019082,0.0,0.0,0.0,0.0,0.14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142317,0.0,0.0,0.0,0.0,0.0
MIMAT0019198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019199,0.0,0.0,0.23187,0.0,0.0,0.212096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094097,0.0,0.165575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485655,0.0,0.0,0.0,0.0,0.0,0.129287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019200,0.0,0.0,0.0,0.276144,0.0,0.0,0.195011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091317,0.184627,0.204728,0.0,0.0,0.0,0.386832,0.0,0.0,0.0,0.0,0.318045,0.283982,0.0,0.192644,0.513025,0.0,0.0,0.237988,0.0,0.188194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42885,0.429552,0.0,0.0,0.0,0.0,0.227809,0.126951,0.26381,0.183611,0.170295,0.104678,0.0,0.0,0.0,0.0,0.0,0.0,0.360011,0.0,0.40105,0.05654
MIMAT0019201,0.458565,0.769858,0.0,0.0,1.127279,0.212096,1.560089,0.412545,0.587007,0.714504,0.416107,0.5922,0.792626,0.361933,0.327336,0.547901,0.184627,0.409456,0.64681,0.712785,0.0,0.386832,0.808406,1.499472,0.673847,1.417201,0.318045,0.851946,0.929259,0.192644,0.684034,0.196858,0.660449,1.903901,1.546268,0.094097,1.150919,0.165575,0.299917,1.203442,1.640121,0.559473,0.664124,2.253835,0.497283,0.485655,0.784225,0.39403,0.280149,0.252823,1.173016,2.456453,0.388247,0.492976,0.0,0.0,0.691821,0.384464,2.358676,2.577317,1.209486,0.155079,0.551683,0.307916,1.139046,0.253902,1.055238,0.367222,0.170295,0.732745,0.0,0.434239,0.296005,0.515579,0.42695,0.33036,0.0,0.571623,1.203151,0.282701
MIMAT0019202,0.0,0.384929,0.0,0.0,0.14091,0.212096,0.195011,0.0,0.195669,0.238168,0.104027,0.0,0.0,0.180967,0.0,0.0,0.553882,0.0,0.0,0.356393,0.640881,0.0,0.0,0.0,0.0,0.202457,0.318045,0.283982,0.232315,0.192644,0.171008,0.196858,0.0,0.475976,0.0,0.188194,0.575459,0.165575,0.0,0.0,0.234303,0.0,0.332062,0.0,0.0,0.0,0.0,0.0,0.140074,0.505645,0.0,0.387861,0.0,0.123244,0.161883,0.280465,0.0,0.576696,0.214425,0.214776,0.403162,0.0,0.275842,0.307916,0.0,0.126951,0.527619,0.0,0.0,0.209356,0.0,0.434238,0.59201,0.0,0.284634,0.33036,0.720022,0.762164,0.0,0.05654
MIMAT0019203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381082,0.0,0.0
MIMAT0019204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019205,0.0,0.0,0.23187,0.0,0.0,0.424191,0.195011,0.0,0.0,0.238168,0.104027,0.3948,0.264209,0.180967,0.0,0.182634,0.0,0.0,0.0,0.0,0.0,0.0,0.161681,0.299894,0.0,0.202457,0.63609,0.0,0.46463,0.0,0.513025,0.0,0.22015,0.0,0.0,0.094097,0.0,0.0,0.0,0.481376,0.0,0.0,0.332062,1.001704,0.0,0.485655,0.0,0.131343,0.420223,0.505646,0.0,0.0,0.0,0.0,0.0,0.280465,0.0,0.0,0.42885,0.0,0.0,0.0,0.0,0.0,1.366854,0.761706,0.0,0.183611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019206,0.91713,0.769858,0.23187,0.0,0.0,0.636287,0.0,0.0,0.587006,0.238168,0.312081,0.0,0.0,0.361933,0.0,0.273951,0.184627,0.204728,0.215603,0.356393,0.640882,0.386832,0.0,0.899683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196858,0.0,0.0,0.618508,0.094097,0.0,0.165575,0.299917,0.722065,0.702909,0.559474,0.0,0.250426,0.0,0.0,0.392112,0.131343,0.0,0.252823,0.0,0.258574,0.0,0.123244,0.161883,0.0,0.0,0.192232,0.42885,0.429553,0.806324,0.155079,0.0,0.615831,0.455618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180006,0.381082,0.200525,0.05654
MIMAT0019207,0.0,0.0,0.0,0.0,0.28182,0.0,0.585033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188194,0.28773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019208,18.801148,17.706733,6.260478,24.300633,9.018229,7.635447,8.970515,25.990314,19.566856,9.645802,9.050325,15.792013,24.835604,8.867362,5.237382,8.583778,10.893004,9.826956,18.541895,13.542917,6.729252,26.304572,19.078378,20.392814,12.129241,13.969557,12.403759,11.075289,11.383426,9.632191,5.985296,6.496323,14.750029,5.949691,18.245959,5.457634,7.193243,12.252518,9.297415,12.997168,20.618657,14.546306,23.576416,24.291332,20.38861,14.569641,4.705352,6.041794,9.384989,10.618554,7.429101,14.092283,15.918127,7.024908,8.90359,1.402327,12.452774,9.996058,18.226131,17.182113,18.142293,10.23524,11.585347,9.853303,34.399182,10.409989,3.957143,11.20028,15.156216,9.31633,19.607897,12.158682,9.176144,6.895871,12.096906,16.18765,14.580463,11.813534,10.627834,2.940089
MIMAT0019209,0.0,0.769858,0.0,0.0,0.14091,0.0,0.780044,0.412545,0.195669,1.548092,0.0,1.381801,1.321043,0.361934,0.0,1.461068,0.923135,0.614184,0.431206,0.0,0.0,0.0,0.0,1.499472,0.336923,0.0,0.0,0.0,0.46463,0.192644,0.171008,0.393716,0.0,0.713964,0.0,0.470485,0.0,0.662299,0.0,1.203441,0.234303,0.559474,0.0,2.003408,0.0,0.242827,3.1369,0.525373,0.140074,1.76976,0.0,1.422157,2.717729,1.23244,0.161883,0.0,0.0,0.192232,1.28655,0.644328,1.209486,0.310158,1.930892,0.307916,1.366855,0.0,0.0,0.183611,0.170295,1.046779,0.0,0.651358,0.0,0.193341,0.0,0.33036,0.900028,0.762164,0.40105,0.11308
MIMAT0019210,0.458565,0.0,0.463739,0.0,0.14091,0.212096,0.195011,0.82509,0.391337,0.357252,0.520133,0.5922,0.528418,0.0,0.0,0.182634,0.553881,0.204728,0.646809,0.0,0.961323,0.773664,0.646725,0.0,0.0,1.012286,0.63609,1.135927,1.858519,0.577932,0.0,0.0,0.22015,0.0,0.0,0.188194,0.86319,0.496724,0.0,0.722065,0.0,0.559473,0.332062,0.0,0.497283,0.485654,1.764507,0.0,0.560296,0.252823,0.0,0.0,0.0,0.0,0.647534,0.0,1.383642,0.576696,1.072125,0.644329,0.403162,0.155079,0.0,0.307916,0.455618,0.126951,0.0,0.183611,0.0,0.0,0.0,0.434238,0.592009,0.064447,0.0,0.0,0.180006,0.571623,0.601575,0.226161
MIMAT0019211,0.458565,0.0,0.23187,0.0,0.0,0.636287,0.0,0.0,0.0,0.119084,0.0,0.0,0.0,0.180967,0.654672,0.091317,0.0,0.0,0.431206,0.356393,0.0,0.0,0.0,0.899683,0.336923,0.404915,0.63609,0.567964,0.232315,0.192644,0.342017,0.196858,0.660449,0.0,0.0,0.0,0.28773,0.0,0.0,0.0,0.0,0.0,0.664124,0.250426,0.0,0.0,0.0,0.131343,0.0,0.252823,0.391005,0.0,0.0,0.123244,0.0,0.280465,0.691821,0.192232,0.643275,0.429553,0.0,0.0,0.0,0.0,0.227809,0.126951,0.0,0.183611,0.170295,0.104678,0.0,0.0,0.0,0.0,0.0,0.0,0.360011,0.381082,0.40105,0.0
MIMAT0019212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165761,0.0,0.196056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064447,0.0,0.0,0.0,0.0,0.0,0.0
