,00397ce0-a931-46dd-9407-c1c6a14c39f1_01,04a1f2dc-1b1a-4328-b35d-cdc1b99e7b5b_01,0ab19ae8-c095-48d6-b1aa-0f5ae75c6e68_01,0ac27bc8-346e-4006-a701-d9676fb91cb7_01,0c5ae0f7-b2ac-4b1b-aabb-83994ebb9326_01,0c7b4b9c-d497-41fc-a2b9-014bb5e07985_01,0c8bd0eb-9c26-4fb0-a365-26354129f0da_01,10981cf9-c8e6-48c0-bc34-f06db6e1ac28_01,1c848577-c3a4-4830-abfa-549992172396_01,1f91f13c-bc22-4a5b-9c8f-54782d3909a0_01,24ea3cd5-c2e6-44f7-9658-78af7befeef7_01,28c6d24e-be1e-484d-948d-55ea51bd8ec0_01,2b3b0ca8-14c6-493e-921a-cd43ba7d080a_01,2b715eb2-055e-4bc5-bc98-128e8bf6954f_01,2b740646-7cd4-4c7f-890a-7b3db6ebc1b8_01,2d2d8421-18a7-4822-ba37-69fbf48da225_01,2dd1ecd8-a8d8-4a6a-8cf2-e847557ab04c_01,3210027d-a9c7-4ebb-8497-e3705bed7e40_01,340fef21-55d8-433f-b00a-51276b849356_01,36606c1f-9a12-465a-a2d9-2491fdc54a88_01,3d8b4046-822a-4a00-b79e-393bd3f5f5b5_01,4d9f1899-4a41-4e57-bdad-b12eb0d47629_01,500b86b2-3ac3-4745-af84-3dd28f38daeb_01,50921ca1-5d70-4162-8847-74e874114284_01,54d21956-25e4-42df-adbe-6907721fc4b5_01,554f4424-bb94-4958-a316-6d7d4eb4181b_01,5a197d56-e835-4f96-ad85-04ae9f6aff32_01,676ea428-80ef-4371-b90b-95e46708278c_01,6821f2b2-1b21-4046-b7d6-8979fe36add6_01,74f63637-cc7c-4539-a57e-783c8f62fb95_01,77c64e5d-da34-467a-a8d3-c79060700e4f_01,7a92421e-4860-41c7-afd2-fa715357f023_01,7d93f1b4-3460-4917-9f33-2a9c6df773f2_01,827d74a2-0331-434c-aef6-2d15b634ccb8_01,83b97927-a1be-441a-97a1-4363e1f2d530_01,880befcf-2bb1-4d37-b65b-5f2970bfb18b_01,894b5569-4e33-4e8d-a70c-63dd4c74c3cf_01,8ba34bcc-daad-4d69-9f02-e6a1c18de68b_01,92c1f122-2f48-47a7-b3b8-c1792a1f4f32_01,97408569-ef36-46d6-941a-aca9e0ab297e_01,98889636-e53c-44df-951e-01a70033e754_01,99826daa-eb83-40ba-950d-0bb7084d960d_01,9ad7575d-2ad4-4fda-8176-55145396f04a_01,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa_01,a3c28058-d305-4f85-b42b-a221e5234ec8_01,a48996be-7dae-451a-8129-9de8dfe7221a_01,a61ea4c7-2506-4d56-aeb5-edf83199d421_01,aaace369-0a47-4176-811b-61cd42bf647f_01,af5bde54-d20c-41a1-9537-69aed5562f08_01,b100c424-90c6-4e16-9d9e-40ad38606b5d_01,b106d71c-7809-4efa-a969-ee1f93a44720_01,b1f27fa2-133c-42c0-b69e-815af67e2a7e_01,bbabcd40-0a6c-430f-8325-ee1ed1d08afa_01,c328f661-c109-4e01-b819-299a75bd4348_01,c5ad9aef-27c6-4101-befb-6227cd1266ba_01,c5d4d4b4-2c9e-4865-8860-68327356d461_01,c61937ab-01ff-42e5-a534-3b33d6a9f582_01,c739fd61-22b2-412d-bcf3-89bda45a2c0f_01,c9c7366b-8826-4bd2-a3dc-5883e34c1502_01,c9ce1f62-2df1-4974-868b-d075781ce282_01,ca9031aa-87e5-4d5b-a526-3615efac3077_01,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c_01,cb245767-f9d2-4cca-95f0-f3d247c05f01_01,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567_01,ccf7073e-b224-497a-a476-c67aff5226bd_01,d3a6accc-5c45-4e70-baf5-2188af53e0db_01,d4d2b087-b7b4-4e53-a0b6-0190380c5a48_01,d4d3c554-bab2-47e7-a1c8-8890db28abf8_01,d940e476-fb0a-4cc3-8ab5-691156e7c09b_01,dc6720dd-5028-49d3-8508-a7936e7b3faa_01,de7c2f09-b840-4071-a1f1-558d1fb28576_01,e0df1fef-c650-4088-a974-26f712ed4f64_01,e23bc730-b369-4d6a-90ce-7223e234cd4d_01,e4469259-2504-4987-88a4-02cae33f46f2_01,e611ee05-92c8-41d6-a052-18dd749f8779_01,e656cf38-2f5d-4306-90d9-ecb504d86351_01,e6633347-a907-4a6c-9343-a207fdb05169_01,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6_01,e93761b9-e0a2-48d5-8b21-a6670021cae4_01,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292_01,eb5a5b41-b493-408c-902e-c625f5ba7d2f_01,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc_01,ef8b1e2c-9623-44fe-b591-8c8e6a232da5_01,f15667dc-8376-40b6-84b2-8f5370c3d66a_01,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8_01,f544c652-8ee2-4bfe-a42c-41ab4b3697d1_01,f8970455-bfb2-4b1d-ab71-3c5d619898ad_01
MIMAT0021020,2.58728,0.346071,1.515875,0.856199,3.431237,0.662268,0.389978,1.185747,0.732565,2.211307,2.676555,0.458237,2.083179,0.848885,0.0,0.828216,2.038869,2.030889,0.953734,0.841683,0.71029,1.739224,1.186237,2.778169,0.355412,0.842049,0.721709,0.888938,2.969273,0.389797,0.938779,1.362012,1.636762,1.089306,0.791194,2.837542,3.327075,0.445977,2.743772,1.451164,0.182247,1.240151,0.389764,0.641514,1.832599,0.913232,0.261335,0.580221,0.32186,3.467423,1.617432,2.227981,1.068138,1.608569,0.996215,0.488565,1.222971,0.514833,1.934993,0.853064,2.970426,0.956149,0.549651,1.966376,1.351894,0.892822,0.422165,2.429432,1.478104,0.0,2.306687,3.279775,1.503305,1.379245,1.917552,0.0,1.401774,0.612065,1.658109,1.277427,3.070334,0.625527,2.133763,1.200105,0.27837,0.6781,0.258959
MIMAT0021021,0.492816,0.115357,0.168431,0.0,0.914996,0.331134,0.389978,0.0,0.0,0.368551,1.78437,0.0,0.260397,0.339554,0.0,0.414108,0.509717,0.184626,0.0,0.420842,0.355145,0.772988,0.14828,0.0,0.355412,0.421024,0.577368,0.222234,0.674835,0.097449,0.187756,0.227002,0.181862,0.363102,0.474717,1.418772,0.415884,1.040613,0.391968,0.0,0.728989,1.488182,0.779528,0.106919,1.4399,0.456616,0.52267,0.0,0.32186,0.0,0.134786,0.37133,0.0,0.643428,0.199243,0.0,0.611485,0.0,0.0,0.213266,0.685483,0.743673,0.183217,0.327729,0.168987,1.147913,0.105541,0.269936,0.0,0.0,0.709749,0.75687,0.429516,0.275849,0.0,1.017438,1.962485,0.0,0.414528,0.159678,0.307033,0.156382,0.0,0.300026,0.417555,0.81372,0.258959
MIMAT0021022,0.0,0.576786,0.168431,0.21405,0.0,0.165567,0.0,0.148218,0.0,0.368551,0.297395,0.0,0.260397,1.697772,0.0,0.621162,0.509717,0.184626,0.0,0.210421,0.355145,0.193247,0.0,0.0,0.355412,0.210512,0.144342,0.0,0.134967,0.0,0.563268,0.227002,0.727449,0.0,0.474716,0.472924,0.831769,0.445977,0.195984,0.0,0.0,0.0,0.389764,0.106919,1.439899,0.0,0.261335,0.580222,0.0,0.0,0.67393,0.0,0.0,0.321714,0.398486,0.122141,0.203828,0.171611,0.0,0.213266,0.228494,0.743672,0.183217,0.327729,0.0,0.765276,0.211082,0.404904,0.295621,0.236965,0.0,1.513741,0.0,0.0,0.0,1.017438,2.242838,0.408044,0.207264,0.319356,0.307033,0.0,0.125515,0.300026,0.55674,0.13562,0.0
MIMAT0021023,0.0,0.0,0.0,0.0,0.0,0.331134,0.0,0.0,0.0,0.0,0.297395,0.0,0.0,0.169777,0.0,0.207054,0.0,0.0,0.238434,0.210421,0.0,0.0,0.0,0.0,0.0,0.105256,0.0,0.0,0.0,0.0,0.0,0.0,0.363725,0.726204,0.158239,0.0,0.0,0.0,0.0,0.0,0.0,0.24803,0.0,0.106919,0.0,0.228308,0.0,0.290111,0.0,0.0,0.134786,0.0,0.356046,0.0,0.199243,0.0,0.0,0.171611,0.483748,0.213266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236965,0.0,0.50458,0.0,0.0,0.0,0.0,0.0,0.0,0.414527,0.319356,0.0,0.156382,0.0,0.300026,0.139185,0.0,0.08632
MIMAT0021024,0.0,0.0,0.0,0.0,0.228749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.577904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207942,0.0,0.195984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134786,0.185665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021026,0.0,0.0,0.0,0.21405,0.228749,0.331134,0.389978,0.0,0.586052,0.0,0.297395,0.0,1.041589,0.0,0.0,0.0,0.254859,0.369253,0.238434,0.0,0.0,0.193247,0.29656,0.0,0.177706,0.0,0.144342,0.0,0.134967,0.097449,0.0,0.227002,0.181862,0.726204,0.158239,0.0,0.831768,0.148659,0.391968,0.870698,0.0,0.496061,0.0,0.106919,0.1309,0.228308,0.0,0.290111,0.0,0.0,0.0,0.0,0.178023,0.0,0.398486,0.122141,0.0,0.0,0.483748,0.426532,0.0,0.0,0.0,0.0,0.168987,0.0,0.0,0.134968,0.295621,0.47393,0.532311,0.0,0.0,0.0,1.278368,1.526157,0.0,0.0,0.0,0.159678,0.0,0.0,0.0,0.0,0.139185,0.0,0.172639
MIMAT0021028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316477,0.0,0.0,0.0,0.0,0.290233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14828,0.0,0.0,0.0,0.0,0.0,0.134967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125515,0.0,0.139185,0.0,0.0
MIMAT0021035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021039,0.0,0.0,0.0,0.0,0.0,0.165567,0.0,0.0,0.0,0.0,0.0,0.0,0.260397,0.339554,0.0,0.0,0.254859,0.0,0.0,0.0,0.0,0.193247,0.0,0.0,0.0,0.105256,0.0,0.0,0.134967,0.0,0.0,0.227002,0.0,0.0,0.158239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290111,0.0,0.0,0.134786,0.0,0.0,0.321714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0021040,0.0,0.115357,0.0,0.21405,0.0,0.0,0.0,0.0,0.0,0.0,0.297395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14828,0.0,0.0,0.210512,0.0,0.0,0.0,0.097449,0.0,0.227002,0.363724,0.0,0.0,0.0,0.0,0.148659,0.0,0.0,0.0,0.24803,0.194882,0.106919,0.2618,0.228308,0.0,0.580222,0.0,0.0,0.0,0.0,0.0,0.965142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106239,0.0,0.0,0.168987,0.0,0.105541,0.0,0.0,0.0,0.177437,0.0,0.0,0.0,0.0,0.0,0.841064,0.204022,0.0,0.0,0.307033,0.0,0.125515,0.300026,0.0,0.0,0.0
MIMAT0021041,0.0,0.0,0.168431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184087,0.0,0.764577,0.0,0.0,0.0,0.0,0.0,0.0,0.146219,0.0,0.105256,0.0,0.0,0.0,0.0,0.0,0.227002,0.0,0.0,0.158239,0.236462,0.207942,0.148659,0.0,0.290233,0.0,0.49606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178023,0.0,0.0,0.0,0.203828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105541,0.0,0.0,0.710895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207264,0.0,0.0,0.0,0.0,0.0,0.0,0.13562,0.08632
MIMAT0021042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021043,0.0,0.0,0.336862,0.0,0.0,0.0,0.779956,0.0,0.0,0.0,0.59479,0.0,0.0,0.0,0.184087,0.207054,0.0,0.0,0.238434,0.0,0.0,0.0,0.29656,0.0,0.0,0.0,0.144342,0.0,0.269934,0.0,0.0,0.0,0.545586,0.363102,0.0,0.0,0.0,0.148659,0.0,0.290233,0.0,0.0,0.0,0.0,0.3927,0.228308,0.0,0.0,0.0,0.0,0.134786,0.0,0.178023,0.0,0.0,0.0,0.0,0.0,0.241874,0.0,0.0,0.0,0.0,0.0,0.0,0.255092,0.316624,0.539873,0.0,0.47393,0.0,0.0,0.0,0.0,0.0,0.508719,0.280355,0.204022,0.0,0.0,0.0,0.469146,0.125515,0.0,0.139185,0.27124,0.0
MIMAT0021044,0.492816,0.692142,1.852736,1.498347,0.0,0.165567,0.779956,0.592874,0.732565,1.105653,0.59479,0.458237,0.781192,1.018664,1.28861,0.0,2.038869,1.846263,0.715301,1.472944,1.775724,1.159483,1.631076,0.584877,0.533118,0.736794,1.587758,0.888938,1.889538,1.169393,1.126535,0.908008,0.727449,2.178612,0.632955,1.182309,1.039711,0.743295,0.391967,1.16093,0.911236,0.24803,0.779528,0.320757,2.225299,0.228308,0.261335,1.740664,0.804651,0.577904,0.67393,1.113991,0.534069,1.286856,1.195458,0.977131,1.019142,0.171611,0.725622,0.853065,3.427414,1.168627,0.916084,0.655458,1.182907,0.63773,0.316624,0.539873,0.886862,1.184826,0.532312,1.766032,0.859032,0.827547,0.639184,2.034877,1.682128,0.816087,0.621792,1.277427,1.535167,0.625528,0.25103,0.300026,1.11348,0.40686,0.949515
MIMAT0021079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177437,0.0,0.0,0.0,0.0,0.0,0.280355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312764,0.0,0.0,0.0,0.0,0.0
MIMAT0021081,0.123204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105541,0.0,0.0,0.0,0.0,0.0,0.0,0.275849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25103,0.0,0.0,0.0,0.08632
MIMAT0021082,0.123204,0.115357,0.0,0.0,0.0,0.0,0.0,0.296436,0.0,0.0,0.59479,0.0,0.781192,0.339554,0.0,0.0,0.254859,0.184626,0.0,0.210421,0.355145,0.0,0.0,0.292438,0.0,0.0,0.288684,0.222234,0.134967,0.0,0.0,0.0,0.0,0.0,0.0,0.472924,0.623826,0.297318,0.195984,0.0,0.0,0.24803,0.0,0.0,0.1309,0.0,0.0,0.0,0.32186,0.0,0.539144,0.37133,0.0,0.0,0.199243,0.244283,0.0,0.0,0.483748,0.0,0.0,0.0,0.0,0.0,0.168987,0.255092,0.105541,0.134968,0.0,0.47393,0.177437,0.25229,0.429516,0.0,0.0,0.0,0.0,0.0,0.207264,0.159678,0.0,0.0,0.0,0.0,0.0,0.13562,0.17264
MIMAT0021083,0.0,0.0,0.0,0.0,0.0,0.0,0.389978,0.148218,0.0,0.0,0.0,0.458237,0.260397,0.339554,0.0,0.0,0.0,0.0,0.0,0.210421,0.0,0.0,0.14828,0.0,0.355412,0.105256,0.288684,0.0,0.134967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207942,0.0,0.195984,0.0,0.0,0.24803,0.0,0.0,0.2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199243,0.122141,0.203828,0.0,0.241874,0.0,0.228494,0.0,0.0,0.327729,0.0,0.127546,0.105541,0.0,0.295621,0.236965,0.0,0.0,0.214758,0.0,0.0,0.508719,0.0,0.204022,0.0,0.0,0.0,0.0,0.0,0.0,0.27837,0.0,0.0
MIMAT0021084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236462,0.0,0.0,0.0,0.290233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021086,0.0,0.115357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254859,0.0,0.0,0.210421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269934,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122141,0.0,0.0,0.241874,0.0,0.0,0.0,0.0,0.0,0.0,0.255092,0.105541,0.0,0.0,0.236965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307033,0.156382,0.251031,0.0,0.139185,0.0,0.0
MIMAT0021117,0.616019,0.461429,1.179014,0.0,0.686247,0.0,0.779956,0.0,0.439539,0.0,0.59479,0.0,0.260397,1.018663,0.0,0.0,0.509717,0.0,0.953735,0.420841,0.355145,0.193247,0.14828,0.438658,0.710824,0.0,0.721709,0.333351,0.809802,0.194898,0.0,0.227002,0.545587,0.0,0.0,0.236462,0.623826,0.594636,0.391967,0.870698,0.364494,0.24803,0.0,0.320757,0.3927,0.0,1.045342,0.870332,0.16093,0.0,0.539144,0.37133,0.178023,0.643428,0.398486,0.610707,0.0,0.171611,0.241874,0.213266,0.685483,0.531194,0.366434,0.327729,0.675946,0.510183,0.211083,0.134968,0.295621,0.47393,0.354875,1.009161,0.214758,0.275849,0.0,0.0,0.560709,0.204022,0.207264,0.638713,0.614066,0.312764,0.0,0.600052,0.139185,0.27124,0.431598
MIMAT0021118,0.0,0.0,0.168431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134968,0.0,0.0,0.0,0.25229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146219,0.0,0.0,0.0,0.0,0.404901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194882,0.0,0.0,0.0,0.0,0.0,0.16093,0.0,0.0,0.185665,0.0,0.0,0.0,0.244282,0.0,0.0,0.241874,0.0,0.0,0.0,0.0,0.0,0.0,0.127546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156382,0.0,0.0,0.0,0.0,0.0
MIMAT0021121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134786,0.0,0.0,0.0,0.0,0.0,0.203828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
